Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_CCEHC2akms,algo_ahms-1.70,algo_LMHS-2016,algo_Optiriss6,algo_WPM3-2015-co,algo_WMaxSatz09,algo_maxino16-dis,algo_Naps-1.02-ms,algo_mscg2015b,algo_mscg2015a,algo_maxhs-b,algo_Open-WBO16,algo_QMaxSAT16UC,algo_maxino16-c10,algo_WMaxSatz+,algo_CCLS2akms,algo_QMaxSAT14,algo_ahms-ls-1.70,algo_Open-WBO15
c1355_F176gat-1278gat@1.wcnf,774.0,2496.0,0.03285,1.0,0.0,1.0,1.0,0.3101,0.00291,0.30815,0.0008,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18387,0.22222,0.71429,0.49206,0.40338,0.54445,0.0,1.0,1.0,0.04848,0.72516,0.99319,0.00234,0.0,0.0004,0.00721,0.00681,0.86058,NaN,21.07,0.37,0.08,0.04,NaN,0.04,0.07,0.03,0.04,0.11,0.04,0.02,0.03,NaN,NaN,0.02,23.45,0.03
c1355_F183gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,NaN,0.59,0.1,0.09,NaN,0.17,0.29,0.07,0.07,0.31,0.19,0.08,0.15,NaN,NaN,0.08,NaN,0.18
c1355_F197gat-308gat@1.wcnf,2267.0,11190.0,0.00733,1.0,0.0,1.0,1.0,0.20259,0.00122,0.4749,0.00036,0.00536,0.005,0.00122,0.26575,0.00044,0.01412,0.01367,0.43535,0.16663,0.125,0.80769,0.68269,0.43362,0.49952,0.0,1.0,1.0,0.01349,0.32216,0.92332,0.00074,0.0,9e-05,0.00483,0.00474,0.65541,NaN,21.03,4.6,0.04,0.03,NaN,0.07,0.25,0.07,0.03,0.1,0.15,0.07,0.07,NaN,NaN,0.07,20.67,0.13
c1355_F1gat@0.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.4988,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,360.86,1.19,0.18,0.09,NaN,0.12,0.3,0.08,0.1,0.33,0.19,0.07,0.13,NaN,NaN,0.06,339.99,0.18
c1355_F43gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,251.67,1.09,0.13,0.09,NaN,0.15,0.26,0.07,0.08,0.27,0.17,0.06,0.09,NaN,NaN,0.05,240.21,0.16
c1355_F50gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,334.86,0.95,0.11,0.13,NaN,0.12,0.25,0.07,0.09,0.27,0.18,0.06,0.16,NaN,NaN,0.05,319.2,0.17
c1355_F543gat@1.wcnf,2258.0,11104.0,0.00738,1.0,0.0,1.0,1.0,0.20335,0.00122,0.47835,0.00036,0.0054,0.00504,0.00122,0.26651,0.00044,0.01417,0.01373,0.4352,0.16801,0.11111,0.80769,0.69658,0.4335,0.50001,0.0,1.0,1.0,0.01369,0.32448,0.92417,0.00074,0.0,9e-05,0.00486,0.00477,0.65643,NaN,8.43,0.74,0.04,0.03,NaN,0.05,0.26,0.07,0.04,0.1,0.15,0.07,0.04,NaN,NaN,0.06,8.81,0.14
c1355_F57gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,307.3,0.7,0.1,0.09,NaN,0.09,0.28,0.07,0.06,0.3,0.18,0.07,0.2,NaN,NaN,0.07,276.61,0.18
c1355_F71gat@1.wcnf,2354.0,11895.0,0.00689,1.0,0.0,1.0,1.0,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0,1.0,1.0,0.0132,0.30702,0.92072,0.00071,0.0,8e-05,0.00454,0.00446,0.65019,NaN,NaN,0.87,0.17,0.15,NaN,0.11,0.28,0.07,0.07,0.26,0.19,0.07,0.1,NaN,NaN,0.06,NaN,0.18
c3540_F20@1.wcnf,7598.0,41412.0,0.00241,1.0,0.0,1.0,1.0,0.18347,0.00037,0.41535,5e-05,0.00184,0.00179,0.00037,0.25533,0.00013,0.0029,0.00276,0.43852,0.16381,0.21429,0.84,0.62571,0.43421,0.48735,0.0,1.0,1.0,0.00577,0.26777,0.91225,0.00023,0.0,2e-05,0.00174,0.00171,0.65071,NaN,NaN,17.36,0.2,0.24,NaN,0.85,0.96,0.76,0.3,5.49,0.77,0.51,0.67,NaN,NaN,0.27,NaN,0.8
c3540_F41@1.wcnf,6034.0,29519.0,0.00339,1.0,0.0,1.0,1.0,0.20441,0.00046,0.44834,7e-05,0.00251,0.00244,0.00046,0.26054,0.00017,0.00365,0.00348,0.43695,0.17288,0.16667,0.83871,0.67204,0.43294,0.49302,0.0,1.0,1.0,0.00874,0.34696,0.92036,0.00029,0.0,3e-05,0.00237,0.00234,0.68007,NaN,NaN,8.2,0.19,0.29,459.66,0.39,0.56,0.42,0.17,3.05,0.52,0.14,0.52,462.82,NaN,0.28,NaN,0.5
c3540_F45@0.wcnf,5998.0,29176.0,0.00343,1.0,0.0,1.0,1.0,0.20558,0.00046,0.44914,7e-05,0.0026,0.00254,0.00046,0.26143,0.00017,0.00367,0.0035,0.4374,0.17539,0.16667,0.83871,0.67204,0.43299,0.49346,0.0,1.0,1.0,0.00891,0.35029,0.92055,0.00029,0.0,3e-05,0.00247,0.00243,0.68056,NaN,NaN,21.86,0.76,0.75,313.9,1.18,0.95,1.18,0.51,7.69,0.81,0.41,1.47,312.24,NaN,0.47,NaN,0.79
c3540_F45@1.wcnf,5998.0,29176.0,0.00343,1.0,0.0,1.0,1.0,0.20558,0.00046,0.44914,7e-05,0.0026,0.00254,0.00046,0.26143,0.00017,0.00367,0.0035,0.4374,0.17539,0.16667,0.83871,0.67204,0.43299,0.49346,0.0,1.0,1.0,0.00891,0.35029,0.92055,0.00029,0.0,3e-05,0.00247,0.00243,0.68056,NaN,NaN,47.16,0.51,0.92,839.1,0.92,0.87,1.79,0.63,8.35,0.96,0.41,1.46,801.12,NaN,0.66,NaN,0.87
c6288_F137gat@1.wcnf,8673.0,45271.0,0.00141,1.0,0.0,1.0,1.0,0.19158,0.00032,0.40207,4e-05,0.00155,0.0015,0.00032,0.22258,0.00012,0.00369,0.00357,0.44595,0.14824,0.13043,0.89744,0.767,0.43744,0.46139,0.0,1.0,1.0,0.00488,0.30099,0.90438,0.00018,0.0,2e-05,0.00148,0.00146,0.63297,NaN,NaN,45.64,1.53,1.18,NaN,2.46,2.44,0.95,2.13,9.91,5.43,1.79,1.55,NaN,NaN,1.36,NaN,4.01
c6288_F205gat@1.wcnf,9329.0,50525.0,0.00127,1.0,0.0,1.0,1.0,0.18464,0.0003,0.36891,4e-05,0.00139,0.00135,0.0003,0.21704,0.00011,0.00343,0.00332,0.44741,0.14526,0.09677,0.89744,0.80066,0.43818,0.46028,0.0,1.0,1.0,0.00481,0.27297,0.89738,0.00017,0.0,2e-05,0.00133,0.00131,0.61817,NaN,NaN,27.08,0.76,1.19,NaN,1.22,1.74,1.24,0.92,3.51,1.73,0.75,1.23,NaN,NaN,1.12,NaN,1.37
c6288_F35gat@1.wcnf,6789.0,30460.0,0.0021,1.0,0.0,1.0,1.0,0.22288,0.00039,0.50134,7e-05,0.0023,0.00223,0.00039,0.24045,0.00015,0.00471,0.00457,0.44032,0.1559,0.27273,0.89744,0.62471,0.43402,0.46601,0.0,1.0,1.0,0.00519,0.42833,0.93549,0.00025,0.0,3e-05,0.0022,0.00217,0.70053,NaN,NaN,3.77,0.03,0.06,99.22,0.11,0.5,0.16,0.12,0.34,0.39,0.1,0.16,104.95,NaN,0.06,NaN,0.32
c6288_F69gat@1.wcnf,7537.0,36321.0,0.00176,1.0,0.0,1.0,1.0,0.20751,0.00036,0.46229,6e-05,0.00193,0.00187,0.00036,0.23336,0.00013,0.00425,0.00411,0.4429,0.1529,0.2,0.89744,0.69744,0.4357,0.46383,0.0,1.0,1.0,0.00504,0.36574,0.92024,0.00022,0.0,3e-05,0.00184,0.00182,0.6673,NaN,NaN,7.35,0.26,0.25,667.12,0.3,1.03,0.51,0.4,0.72,0.89,0.38,0.26,674.0,NaN,0.48,NaN,0.74
cnf.10.p.10.wcnf,65722.0,297056.0,0.01198,1.0,0.0,1.0,1.0,0.22124,3e-05,0.64646,1e-05,0.00011,9e-05,3e-05,0.36659,2e-05,0.00011,9e-05,0.3553,0.28325,0.22222,0.88889,0.66667,0.30911,0.96901,0.0,1.0,1.0,0.03392,0.78193,0.95206,2e-05,0.0,1e-05,9e-05,8e-05,0.78193,NaN,NaN,NaN,104.39,27.62,NaN,703.86,73.36,44.88,38.75,368.69,60.89,35.73,276.76,NaN,NaN,47.22,NaN,66.77
cnf.10.p.9.wcnf,64246.0,290388.0,0.01198,1.0,0.0,1.0,1.0,0.22124,4e-05,0.64623,1e-05,0.00011,0.0001,4e-05,0.36643,2e-05,0.00011,9e-05,0.35528,0.28327,0.18182,0.88889,0.70707,0.30909,0.96911,0.0,1.0,1.0,0.03394,0.78192,0.95206,2e-05,0.0,1e-05,9e-05,8e-05,0.78192,NaN,NaN,NaN,90.03,51.97,NaN,NaN,365.06,36.16,22.48,476.36,56.44,80.75,100.06,NaN,NaN,130.62,NaN,169.81
cnf.11.p.10.wcnf,77530.0,350480.0,0.01198,1.0,0.0,1.0,1.0,0.22121,3e-05,0.64604,1e-05,9e-05,8e-05,3e-05,0.3667,1e-05,9e-05,8e-05,0.35535,0.28307,0.22222,0.88889,0.66667,0.30911,0.96888,0.0,1.0,1.0,0.03386,0.78194,0.95207,2e-05,0.0,1e-05,7e-05,7e-05,0.78194,NaN,NaN,1539.13,73.02,31.35,NaN,97.03,494.24,52.23,24.63,588.88,46.62,145.32,156.78,NaN,NaN,183.41,NaN,64.4
cnf.11.p.9.wcnf,67936.0,307073.0,0.01198,1.0,0.0,1.0,1.0,0.22124,3e-05,0.64631,1e-05,0.0001,9e-05,3e-05,0.36663,1e-05,0.0001,9e-05,0.35531,0.2832,0.22222,0.88889,0.66667,0.30909,0.96908,0.0,1.0,1.0,0.03396,0.78188,0.95206,2e-05,0.0,1e-05,8e-05,8e-05,0.78188,NaN,NaN,NaN,164.68,135.05,NaN,1666.94,359.58,147.47,77.69,680.55,54.41,64.29,157.44,NaN,NaN,70.33,NaN,57.83
cnf.12.p.10.wcnf,82696.0,373853.0,0.01198,1.0,0.0,1.0,1.0,0.2212,3e-05,0.64616,1e-05,9e-05,7e-05,3e-05,0.36624,1e-05,8e-05,7e-05,0.35537,0.28305,0.22222,0.88889,0.66667,0.3091,0.96863,0.0,1.0,1.0,0.03384,0.78194,0.95207,2e-05,0.0,1e-05,7e-05,6e-05,0.78194,NaN,NaN,NaN,78.15,654.51,NaN,525.6,554.98,147.67,60.59,211.68,96.33,139.35,203.86,NaN,NaN,274.83,NaN,126.4
cnf.12.p.8.wcnf,79744.0,360497.0,0.01198,1.0,0.0,1.0,1.0,0.22121,3e-05,0.64611,1e-05,9e-05,8e-05,3e-05,0.36786,1e-05,9e-05,8e-05,0.35536,0.28311,0.22222,0.88889,0.66667,0.30911,0.96884,0.0,1.0,1.0,0.03384,0.78194,0.95207,2e-05,0.0,1e-05,7e-05,7e-05,0.78194,NaN,NaN,NaN,118.24,71.76,NaN,NaN,336.25,66.5,45.55,229.99,66.0,93.69,131.28,NaN,NaN,136.86,NaN,47.06
cnf.12.p.9.wcnf,81220.0,367175.0,0.01198,1.0,0.0,1.0,1.0,0.2212,3e-05,0.64663,1e-05,9e-05,8e-05,3e-05,0.36647,1e-05,9e-05,7e-05,0.35536,0.2831,0.22222,0.88889,0.66667,0.3091,0.96885,0.0,1.0,1.0,0.03387,0.78192,0.95207,2e-05,0.0,1e-05,7e-05,7e-05,0.78192,NaN,NaN,NaN,209.06,175.14,NaN,NaN,346.26,134.23,65.64,1001.12,110.66,240.37,417.92,NaN,NaN,194.03,NaN,130.62
cnf.12.t.9.wcnf,74960.0,341160.0,0.01219,1.0,0.0,1.0,1.0,0.21972,3e-05,0.64763,1e-05,9e-05,8e-05,3e-05,0.36924,1e-05,9e-05,8e-05,0.35216,0.27322,0.22222,0.71429,0.49206,0.30544,0.98441,0.0,1.0,1.0,0.0367,0.78051,0.95123,2e-05,0.0,1e-05,8e-05,7e-05,0.78051,NaN,NaN,412.24,12.04,24.18,NaN,18.13,50.09,37.52,19.98,69.21,22.73,18.9,50.61,NaN,NaN,19.28,NaN,23.56
cnf.13.p.10.wcnf,84172.0,380531.0,0.01198,1.0,0.0,1.0,1.0,0.2212,3e-05,0.64654,1e-05,8e-05,7e-05,3e-05,0.36567,1e-05,8e-05,7e-05,0.35536,0.28315,0.22222,0.88889,0.66667,0.3091,0.96841,0.0,1.0,1.0,0.03384,0.78193,0.95207,2e-05,0.0,1e-05,7e-05,6e-05,0.78193,NaN,NaN,NaN,50.7,74.27,NaN,1585.28,408.3,123.95,115.74,731.37,140.89,114.26,146.81,NaN,NaN,103.83,NaN,121.66
cnf.13.p.8.wcnf,79744.0,360497.0,0.01198,1.0,0.0,1.0,1.0,0.22121,3e-05,0.64612,1e-05,9e-05,8e-05,3e-05,0.36788,1e-05,9e-05,8e-05,0.35534,0.28322,0.22222,0.88889,0.66667,0.3091,0.96892,0.0,1.0,1.0,0.03388,0.7819,0.95207,2e-05,0.0,1e-05,7e-05,7e-05,0.7819,NaN,NaN,NaN,275.61,224.23,NaN,NaN,943.81,69.65,79.4,485.79,172.33,156.96,228.53,NaN,NaN,251.44,NaN,230.14
cnf.13.p.9.wcnf,87124.0,393887.0,0.01198,1.0,0.0,1.0,1.0,0.22119,3e-05,0.64596,1e-05,8e-05,7e-05,3e-05,0.36725,1e-05,8e-05,7e-05,0.35538,0.28302,0.22222,0.88889,0.66667,0.30908,0.96819,0.0,1.0,1.0,0.03386,0.7819,0.95207,2e-05,0.0,1e-05,7e-05,6e-05,0.7819,NaN,NaN,NaN,123.56,88.8,NaN,NaN,594.07,80.53,47.91,483.59,81.96,243.25,386.09,NaN,NaN,259.21,NaN,115.16
cnf.14.d.10.wcnf,72440.0,329680.0,0.01219,1.0,0.0,1.0,1.0,0.21973,3e-05,0.64756,1e-05,0.0001,8e-05,3e-05,0.36924,1e-05,0.0001,8e-05,0.35223,0.27346,0.22222,0.71429,0.49206,0.30555,0.98416,0.0,1.0,1.0,0.0367,0.78051,0.95123,2e-05,0.0,1e-05,8e-05,7e-05,0.78051,NaN,NaN,506.2,17.41,16.11,NaN,21.52,43.94,36.88,33.52,96.81,33.91,26.86,74.68,NaN,NaN,25.22,NaN,32.53
cnf.14.p.10.wcnf,93028.0,420599.0,0.01198,1.0,0.0,1.0,1.0,0.22118,2e-05,0.64583,1e-05,8e-05,7e-05,2e-05,0.36608,1e-05,8e-05,6e-05,0.35538,0.28306,0.22222,0.88889,0.66667,0.30907,0.96766,0.0,1.0,1.0,0.03384,0.78191,0.95207,2e-05,0.0,0.0,6e-05,6e-05,0.78191,NaN,NaN,NaN,232.19,102.77,NaN,NaN,1221.24,84.86,170.99,NaN,187.56,1292.21,301.3,NaN,NaN,788.08,NaN,192.4
cnf.14.p.9.wcnf,88600.0,400577.0,0.01198,1.0,0.0,1.0,1.0,0.22118,3e-05,0.64588,1e-05,8e-05,7e-05,3e-05,0.36546,1e-05,8e-05,7e-05,0.35537,0.28307,0.2,0.88889,0.68889,0.30907,0.9681,0.0,1.0,1.0,0.03386,0.78191,0.95207,2e-05,0.0,0.0,6e-05,6e-05,0.78191,NaN,NaN,NaN,164.72,115.43,NaN,311.63,403.38,89.06,209.6,702.75,63.3,144.2,222.49,NaN,NaN,226.28,NaN,138.07
cnf.14.t.7.wcnf,82880.0,377240.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64777,1e-05,8e-05,7e-05,3e-05,0.36913,1e-05,8e-05,7e-05,0.35218,0.27314,0.22222,0.71429,0.49206,0.30541,0.98456,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051,NaN,NaN,277.26,8.76,17.7,NaN,14.0,55.41,37.23,21.42,93.95,23.6,18.3,17.49,NaN,NaN,23.23,NaN,23.16
cnf.14.t.9.wcnf,94400.0,429720.0,0.01219,1.0,0.0,1.0,1.0,0.21968,2e-05,0.6475,1e-05,7e-05,7e-05,2e-05,0.37102,1e-05,7e-05,6e-05,0.35219,0.27299,0.22222,0.71429,0.49206,0.30537,0.98381,0.0,1.0,1.0,0.03668,0.78051,0.95122,2e-05,0.0,0.0,6e-05,6e-05,0.78051,NaN,NaN,775.0,13.04,19.25,NaN,30.77,49.98,42.14,34.04,148.13,29.2,20.02,56.65,NaN,NaN,20.14,NaN,30.77
cnf.15.p.10.wcnf,99670.0,450650.0,0.01198,1.0,0.0,1.0,1.0,0.22117,2e-05,0.64625,1e-05,7e-05,6e-05,2e-05,0.36678,1e-05,7e-05,6e-05,0.35536,0.28305,0.22222,0.88889,0.66667,0.30918,0.96673,0.0,1.0,1.0,0.03384,0.7819,0.95207,2e-05,0.0,0.0,6e-05,5e-05,0.7819,NaN,NaN,NaN,512.72,661.42,NaN,NaN,NaN,447.42,257.42,NaN,528.81,549.74,1017.22,NaN,NaN,751.58,NaN,742.08
cnf.15.p.8.wcnf,93766.0,423938.0,0.01198,1.0,0.0,1.0,1.0,0.22118,2e-05,0.64601,1e-05,8e-05,7e-05,2e-05,0.3673,1e-05,7e-05,6e-05,0.35536,0.28317,0.22222,0.88889,0.66667,0.30907,0.96761,0.0,1.0,1.0,0.03385,0.7819,0.95207,2e-05,0.0,0.0,6e-05,6e-05,0.7819,NaN,NaN,NaN,435.84,319.5,NaN,1447.83,722.43,102.58,122.97,1414.42,190.32,243.09,561.56,NaN,NaN,157.52,NaN,NaN
cnf.15.p.9.wcnf,95980.0,433965.0,0.01198,1.0,0.0,1.0,1.0,0.22117,2e-05,0.64603,1e-05,7e-05,6e-05,2e-05,0.36498,1e-05,7e-05,6e-05,0.35536,0.28309,0.18182,0.88889,0.70707,0.30907,0.96742,0.0,1.0,1.0,0.03384,0.7819,0.95207,2e-05,0.0,0.0,6e-05,6e-05,0.7819,NaN,NaN,NaN,222.61,135.21,NaN,674.27,1209.74,82.7,72.78,1037.81,83.18,485.29,332.54,NaN,NaN,379.32,NaN,93.8
cnf.15.t.10.wcnf,102320.0,465800.0,0.01219,1.0,0.0,1.0,1.0,0.21967,2e-05,0.64764,1e-05,7e-05,6e-05,2e-05,0.3707,1e-05,7e-05,6e-05,0.35215,0.27302,0.22222,0.71429,0.49206,0.30563,0.9832,0.0,1.0,1.0,0.03667,0.78051,0.95122,1e-05,0.0,0.0,6e-05,5e-05,0.78051,NaN,NaN,128.6,13.01,27.94,NaN,30.2,69.51,105.04,38.33,46.56,52.02,30.21,52.09,NaN,NaN,32.34,NaN,44.26
cnf.16.p.10.wcnf,109264.0,494057.0,0.01198,1.0,0.0,1.0,1.0,0.22116,2e-05,0.64581,1e-05,6e-05,6e-05,2e-05,0.36703,1e-05,6e-05,5e-05,0.35534,0.28301,0.22222,0.88889,0.66667,0.30947,0.96954,0.0,1.0,1.0,0.03381,0.7819,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.7819,NaN,NaN,NaN,871.22,649.78,NaN,NaN,1479.38,203.58,440.37,NaN,319.97,1612.33,790.76,NaN,NaN,577.76,NaN,173.21
cnf.16.p.8.wcnf,104098.0,470694.0,0.01198,1.0,0.0,1.0,1.0,0.22116,2e-05,0.64621,1e-05,7e-05,6e-05,2e-05,0.3673,1e-05,7e-05,6e-05,0.35534,0.2831,0.18182,0.88889,0.70707,0.30932,0.96648,0.0,1.0,1.0,0.03381,0.78192,0.95207,1e-05,0.0,0.0,6e-05,5e-05,0.78192,NaN,NaN,NaN,592.29,436.24,NaN,NaN,NaN,482.99,159.48,NaN,489.77,1721.96,614.21,NaN,NaN,NaN,NaN,849.48
cnf.16.p.9.wcnf,110740.0,500735.0,0.01198,1.0,0.0,1.0,1.0,0.22115,2e-05,0.64541,1e-05,6e-05,6e-05,2e-05,0.36644,1e-05,6e-05,5e-05,0.35533,0.28305,0.22222,0.88889,0.66667,0.30952,0.9693,0.0,1.0,1.0,0.03378,0.78193,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.78193,NaN,NaN,NaN,785.67,929.12,NaN,NaN,NaN,411.39,117.45,1422.53,359.75,1174.69,986.32,NaN,NaN,1668.5,NaN,288.65
cnf.16.t.9.wcnf,104480.0,475640.0,0.01219,1.0,0.0,1.0,1.0,0.21966,2e-05,0.64749,1e-05,7e-05,6e-05,2e-05,0.3708,1e-05,7e-05,6e-05,0.35214,0.27304,0.22222,0.71429,0.49206,0.30569,0.98288,0.0,1.0,1.0,0.03667,0.78051,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.78051,NaN,NaN,166.03,17.24,32.62,NaN,28.14,64.88,41.46,36.96,29.87,41.55,23.77,33.63,NaN,NaN,21.14,NaN,41.95
cnf.17.d.10.wcnf,83240.0,378880.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64745,1e-05,8e-05,7e-05,3e-05,0.36961,1e-05,8e-05,7e-05,0.35225,0.27338,0.22222,0.71429,0.49206,0.30551,0.98432,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051,NaN,NaN,983.88,18.82,21.07,NaN,39.12,57.72,34.64,47.31,194.88,35.79,25.16,72.68,NaN,NaN,28.02,NaN,43.94
cnf.17.d.9.wcnf,84680.0,385440.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64722,1e-05,8e-05,7e-05,3e-05,0.3685,1e-05,8e-05,7e-05,0.35225,0.27334,0.22222,0.71429,0.49206,0.3055,0.98436,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051,NaN,NaN,154.04,10.51,15.36,NaN,14.96,31.14,50.65,25.27,38.27,27.51,13.99,18.6,NaN,NaN,11.48,NaN,25.78
cnf.17.p.10.wcnf,113692.0,514091.0,0.01198,1.0,0.0,1.0,1.0,0.22115,2e-05,0.64619,1e-05,6e-05,5e-05,2e-05,0.36742,1e-05,6e-05,5e-05,0.35532,0.28302,0.22222,0.88889,0.66667,0.3096,0.96894,0.0,1.0,1.0,0.03378,0.78192,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.78192,NaN,NaN,NaN,NaN,309.2,NaN,NaN,NaN,689.09,1597.76,NaN,1484.55,1377.15,NaN,NaN,NaN,NaN,NaN,931.23
cnf.17.p.9.wcnf,112954.0,510752.0,0.01198,1.0,0.0,1.0,1.0,0.22115,2e-05,0.64604,1e-05,6e-05,5e-05,2e-05,0.3659,1e-05,6e-05,5e-05,0.35531,0.28311,0.22222,0.88889,0.66667,0.30957,0.96916,0.0,1.0,1.0,0.03379,0.78192,0.95207,1e-05,0.0,0.0,5e-05,5e-05,0.78192,NaN,NaN,NaN,359.91,124.98,NaN,NaN,NaN,346.34,117.23,1436.69,158.79,378.57,589.24,NaN,NaN,669.61,NaN,417.25
cnf.17.t.10.wcnf,112400.0,511720.0,0.01219,1.0,0.0,1.0,1.0,0.21965,2e-05,0.647,1e-05,6e-05,5e-05,2e-05,0.37,1e-05,6e-05,5e-05,0.35211,0.27286,0.22222,0.71429,0.49206,0.3059,0.98239,0.0,1.0,1.0,0.03666,0.7805,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.7805,NaN,NaN,NaN,27.06,32.18,NaN,61.28,174.82,56.42,52.71,231.61,59.63,63.91,133.69,NaN,NaN,27.36,NaN,50.22
cnf.17.t.8.wcnf,108800.0,495320.0,0.01219,1.0,0.0,1.0,1.0,0.21966,2e-05,0.64713,1e-05,6e-05,6e-05,2e-05,0.36936,1e-05,6e-05,6e-05,0.35212,0.27307,0.22222,0.71429,0.49206,0.30581,0.98222,0.0,1.0,1.0,0.03666,0.78051,0.95122,1e-05,0.0,0.0,5e-05,5e-05,0.78051,NaN,NaN,NaN,9.3,13.08,NaN,19.64,42.9,32.17,25.61,119.57,27.58,12.24,64.62,NaN,NaN,12.19,NaN,29.95
cnf.18.d.7.wcnf,83240.0,378880.0,0.01219,1.0,0.0,1.0,1.0,0.2197,3e-05,0.64745,1e-05,8e-05,7e-05,3e-05,0.36961,1e-05,8e-05,7e-05,0.35225,0.27342,0.22222,0.71429,0.49206,0.30552,0.98432,0.0,1.0,1.0,0.03669,0.78051,0.95122,2e-05,0.0,1e-05,7e-05,6e-05,0.78051,NaN,NaN,281.81,11.08,13.96,NaN,12.06,61.49,22.07,19.6,24.04,24.59,19.14,23.11,NaN,NaN,20.51,NaN,25.61
cnf.18.p.10.wcnf,124024.0,560857.0,0.01198,1.0,0.0,1.0,1.0,0.22113,2e-05,0.64501,1e-05,6e-05,5e-05,2e-05,0.36627,1e-05,6e-05,5e-05,0.35529,0.28308,0.18182,0.88889,0.70707,0.30962,0.96752,0.0,1.0,1.0,0.03376,0.78194,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78194,NaN,NaN,NaN,NaN,329.25,NaN,NaN,NaN,1602.29,NaN,1211.18,378.27,NaN,519.62,NaN,NaN,NaN,NaN,769.43
cnf.18.p.8.wcnf,118120.0,534135.0,0.01198,1.0,0.0,1.0,1.0,0.22114,2e-05,0.64598,1e-05,6e-05,5e-05,2e-05,0.36491,1e-05,6e-05,5e-05,0.35529,0.28319,0.18182,0.88889,0.70707,0.30962,0.96809,0.0,1.0,1.0,0.03378,0.78192,0.95207,1e-05,0.0,0.0,5e-05,4e-05,0.78192,NaN,NaN,NaN,594.79,120.65,NaN,NaN,1793.67,180.64,110.27,1068.26,577.74,516.8,510.11,NaN,NaN,514.87,NaN,837.33
