Instances,feature_ VariableCount,feature_ VPOPSMean,feature_ POPSCount,feature_ PSSMaximum,feature_ PSSMean,feature_ PSSStandardDeviation,feature_ VPOPSMaximum,feature_ VPOPSStandardDeviation,feature_ PatterndatabaselowerboundIndegreeMaximum,feature_ PatterndatabaselowerboundIndegreeMean,feature_ PatterndatabaselowerboundIndegreeStandardDeviation,feature_ PatterndatabaselowerboundLeafCount,feature_ PatterndatabaselowerboundNTCCount,feature_ PatterndatabaselowerboundNTCMax,feature_ PatterndatabaselowerboundNTCMean,feature_ PatterndatabaselowerboundNTCStandardDeviation,feature_ PatterndatabaselowerboundOutdegreeMaximum,feature_ PatterndatabaselowerboundOutdegreeMean,feature_ PatterndatabaselowerboundOutdegreeStandardDeviation,feature_ PatterndatabaselowerboundRootCount,feature_ PatterndatabaselowerboundTotalDegreeMaximum,feature_ PatterndatabaselowerboundTotalDegreeMean,feature_ PatterndatabaselowerboundTotalDegreeStandardDeviation,feature_ SimplelowerboundIndegreeMaximum,feature_ SimplelowerboundIndegreeMean,feature_ SimplelowerboundIndegreeStandardDeviation,feature_ SimplelowerboundLeafCount,feature_ SimplelowerboundNTCCount,feature_ SimplelowerboundNTCMax,feature_ SimplelowerboundNTCMean,feature_ SimplelowerboundNTCStandardDeviation,feature_ SimplelowerboundOutdegreeMaximum,feature_ SimplelowerboundOutdegreeMean,feature_ SimplelowerboundOutdegreeStandardDeviation,feature_ SimplelowerboundRootCount,feature_ SimplelowerboundTotalDegreeMaximum,feature_ SimplelowerboundTotalDegreeMean,feature_ SimplelowerboundTotalDegreeStandardDeviation,feature_ GreedyhillclimbingErrorbound,feature_ GreedyhillclimbingIndegreeMaximum,feature_ GreedyhillclimbingIndegreeMean,feature_ GreedyhillclimbingIndegreeStandardDeviation,feature_ GreedyhillclimbingLeafCount,feature_ GreedyhillclimbingOutdegreeMaximum,feature_ GreedyhillclimbingOutdegreeMean,feature_ GreedyhillclimbingOutdegreeStandardDeviation,feature_ GreedyhillclimbingRootCount,feature_ GreedyhillclimbingTotalDegreeMaximum,feature_ GreedyhillclimbingTotalDegreeMean,feature_ GreedyhillclimbingTotalDegreeStandardDeviation,feature_ AnytimewindowA*Errorbound,feature_ AnytimewindowA*IndegreeMaximum,feature_ AnytimewindowA*IndegreeMean,feature_ AnytimewindowA*IndegreeStandardDeviation,feature_ AnytimewindowA*LeafCount,feature_ AnytimewindowA*OutdegreeMaximum,feature_ AnytimewindowA*OutdegreeMean,feature_ AnytimewindowA*OutdegreeStandardDeviation,feature_ AnytimewindowA*RootCount,feature_ AnytimewindowA*TotalDegreeMaximum,feature_ AnytimewindowA*TotalDegreeMean,feature_ AnytimewindowA*TotalDegreeStandardDeviation,feature_ GOBNILPErrorbound,feature_ GOBNILPIndegreeMaximum,feature_ GOBNILPIndegreeMean,feature_ GOBNILPIndegreeStandardDeviation,feature_ GOBNILPLeafCount,feature_ GOBNILPOutdegreeMaximum,feature_ GOBNILPOutdegreeMean,feature_ GOBNILPOutdegreeStandardDeviation,feature_ GOBNILPRootCount,feature_ GOBNILPTotalDegreeMaximum,feature_ GOBNILPTotalDegreeMean,feature_ GOBNILPTotalDegreeStandardDeviation,feature_ CPBayesErrorbound,feature_ CPBayesIndegreeMaximum,feature_ CPBayesIndegreeMean,feature_ CPBayesIndegreeStandardDeviation,feature_ CPBayesLeafCount,feature_ CPBayesOutdegreeMaximum,feature_ CPBayesOutdegreeMean,feature_ CPBayesOutdegreeStandardDeviation,feature_ CPBayesRootCount,feature_ CPBayesTotalDegreeMaximum,feature_ CPBayesTotalDegreeMean,feature_ CPBayesTotalDegreeStandardDeviation,algo_astar-ec,algo_astar-ed3,algo_astar-comp,algo_cpbayes,algo_ilp-141,algo_ilp-141-nc,algo_ilp-162,algo_ilp-162-nc
promoters_bdeu-0.1-2,0.14,1.0,0.07,0.26,56.0,3.0,0.07,0.41,54.0,4.0,0.14,0.58,0.0,1.0,0.07,0.26,56.0,3.0,0.07,0.41,54.0,4.0,0.14,0.58,0.0,1.0,0.07,0.26,56.0,3.0,0.07,0.41,54.0,4.0,0.14,0.58,0.14,1.0,0.07,0.26,57.0,4.0,0.07,0.53,54.0,4.0,0.14,0.58,67.0,2.0,0.15,0.4,1.0,0.09,0.28,56.0,1.0,2.0,2.0,0.0,4.0,0.09,0.54,53.0,5.0,0.17,0.73,1.0,0.09,0.28,56.0,1.0,2.0,2.0,0.0,4.0,0.09,0.54,53.0,5.0,0.17,0.73,6.0,1.16,0.7,58.0,NaN,NaN,3.44,0.3,0.02,0.02,0.02,0.01
promoters_bdeu-0.1-3,0.27,3.0,0.09,0.43,54.0,2.0,0.09,0.34,55.0,5.0,0.17,0.7,0.0,3.0,0.09,0.43,54.0,2.0,0.09,0.34,55.0,5.0,0.17,0.7,0.0,3.0,0.09,0.43,54.0,2.0,0.09,0.34,55.0,5.0,0.17,0.7,0.27,3.0,0.09,0.43,54.0,2.0,0.09,0.34,55.0,5.0,0.17,0.7,71.0,3.0,0.31,0.77,3.0,0.12,0.46,54.0,1.0,4.0,4.0,0.0,4.0,0.12,0.56,53.0,7.0,0.24,1.01,3.0,0.12,0.46,54.0,1.0,4.0,4.0,0.0,4.0,0.12,0.56,53.0,7.0,0.24,1.01,10.0,1.22,1.2,58.0,NaN,NaN,4.1,0.25,0.0,0.02,0.02,0.01
promoters_bdeu-0.1-4,1.01,4.0,2.52,1.92,9.0,9.0,2.52,1.96,20.0,9.0,5.03,2.18,-1.0,4.0,3.53,1.23,1.0,12.0,3.53,2.43,5.0,13.0,7.07,2.72,2.53,4.0,1.78,1.96,17.0,8.0,1.78,1.96,30.0,8.0,3.55,2.15,4.95,3.0,0.09,0.43,54.0,2.0,0.09,0.34,55.0,5.0,0.17,0.7,1714.0,4.0,3.85,0.75,4.0,3.4,1.39,1.0,2.0,47.0,25.0,31.11,11.0,3.4,2.43,7.0,13.0,6.79,2.58,4.0,3.53,1.23,1.0,2.0,49.0,26.0,32.53,12.0,3.53,2.43,5.0,13.0,7.07,2.72,1377.0,29.55,180.09,58.0,NaN,NaN,NaN,1881.55,66.05,77.07,27.14,26.5
promoters_bdeu-1-2,0.27,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,0.0,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,0.0,1.0,0.1,0.31,57.0,6.0,0.1,0.79,52.0,6.0,0.21,0.83,0.27,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,73.0,2.0,0.25,0.52,2.0,0.14,0.4,55.0,1.0,3.0,3.0,0.0,6.0,0.14,0.8,51.0,8.0,0.28,1.12,2.0,0.14,0.4,55.0,1.0,3.0,3.0,0.0,6.0,0.14,0.8,51.0,8.0,0.28,1.12,10.0,1.26,1.21,58.0,NaN,NaN,4.04,0.23,0.02,0.01,0.02,0.01
promoters_bdeu-1-3,0.4,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,0.0,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,0.0,1.0,0.1,0.31,57.0,6.0,0.1,0.79,52.0,6.0,0.21,0.83,0.4,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,77.0,3.0,0.39,0.8,3.0,0.16,0.49,54.0,1.0,4.0,4.0,0.0,6.0,0.16,0.81,51.0,9.0,0.31,1.26,3.0,0.16,0.49,54.0,1.0,4.0,4.0,0.0,6.0,0.16,0.81,51.0,9.0,0.31,1.26,14.0,1.33,1.72,58.0,NaN,NaN,4.78,0.26,0.02,0.02,0.02,0.02
promoters_bdeu-1-4,1.66,4.0,2.52,1.92,11.0,10.0,2.52,2.05,20.0,10.0,5.03,2.32,-1.0,4.0,3.76,0.84,1.0,12.0,3.76,2.54,1.0,16.0,7.52,2.86,2.75,4.0,2.0,1.96,14.0,8.0,2.0,2.0,26.0,10.0,4.0,2.12,4.94,1.0,0.1,0.31,56.0,5.0,0.1,0.67,52.0,6.0,0.21,0.83,1832.0,4.0,3.85,0.74,4.0,3.76,0.84,1.0,1.0,56.0,56.0,0.0,11.0,3.76,2.45,1.0,15.0,7.52,2.79,4.0,3.76,0.84,1.0,1.0,56.0,56.0,0.0,12.0,3.76,2.54,1.0,16.0,7.52,2.86,1308.0,31.59,170.69,58.0,NaN,NaN,NaN,NaN,371.71,379.03,442.53,389.02
promoters_bdeu-10-2,0.76,1.0,0.38,0.49,42.0,6.0,0.38,0.89,36.0,7.0,0.76,1.08,0.1,2.0,0.57,0.53,41.0,14.0,0.57,1.88,26.0,14.0,1.14,1.93,0.0,2.0,0.55,0.54,41.0,13.0,0.55,1.76,27.0,15.0,1.1,2.02,0.51,2.0,0.57,0.53,41.0,13.0,0.57,1.77,26.0,14.0,1.14,1.93,163.0,2.0,0.76,0.65,2.0,0.67,0.54,37.0,7.0,3.0,2.14,0.38,14.0,0.67,1.9,21.0,16.0,1.34,2.22,2.0,0.69,0.57,38.0,7.0,3.0,2.14,0.38,15.0,0.69,2.05,21.0,17.0,1.38,2.38,39.0,2.81,4.98,58.0,NaN,NaN,NaN,4.7,0.06,0.2,0.28,0.32
promoters_bdeu-10-3,0.86,2.0,0.4,0.53,41.0,5.0,0.4,0.82,36.0,7.0,0.79,1.09,0.1,2.0,0.57,0.53,41.0,14.0,0.57,1.88,26.0,14.0,1.14,1.93,0.0,3.0,0.59,0.62,40.0,14.0,0.59,1.88,27.0,17.0,1.17,2.28,0.59,2.0,0.57,0.53,41.0,13.0,0.57,1.77,26.0,14.0,1.14,1.93,178.0,3.0,0.95,0.88,3.0,0.69,0.6,36.0,7.0,4.0,2.29,0.76,14.0,0.69,1.9,21.0,17.0,1.38,2.34,3.0,0.71,0.62,37.0,7.0,4.0,2.29,0.76,15.0,0.71,2.04,21.0,18.0,1.41,2.5,54.0,3.07,6.91,58.0,NaN,NaN,NaN,5.4,0.04,0.17,0.25,0.42
promoters_bdeu-100-2,0.48,2.0,1.93,0.37,14.0,6.0,1.93,1.82,2.0,8.0,3.86,1.72,0.2,2.0,1.95,0.29,12.0,10.0,1.95,1.9,1.0,12.0,3.9,1.88,0.62,2.0,1.93,0.32,17.0,9.0,1.93,2.21,1.0,11.0,3.86,2.08,1.02,2.0,1.93,0.32,13.0,7.0,1.93,1.88,1.0,9.0,3.86,1.8,6814.0,2.0,1.84,0.39,2.0,2.0,0.0,11.0,1.0,39.0,39.0,0.0,10.0,2.0,1.8,0.0,12.0,4.0,1.8,2.0,2.0,0.0,9.0,9.0,10.0,4.22,3.03,8.0,2.0,1.63,0.0,10.0,4.0,1.63,446.0,117.48,60.23,58.0,NaN,NaN,NaN,6.2,845.57,889.35,688.22,774.1
promoters_bic,0.22,1.0,0.17,0.38,56.0,9.0,0.17,1.19,48.0,10.0,0.34,1.34,0.0,1.0,0.17,0.38,57.0,10.0,0.17,1.31,48.0,10.0,0.34,1.34,0.0,1.0,0.17,0.38,56.0,9.0,0.17,1.19,48.0,10.0,0.34,1.34,0.22,1.0,0.17,0.38,56.0,9.0,0.17,1.19,48.0,10.0,0.34,1.34,78.0,1.0,0.26,0.44,1.0,0.19,0.4,56.0,1.0,2.0,2.0,0.0,10.0,0.19,1.32,47.0,11.0,0.38,1.48,1.0,0.19,0.4,56.0,1.0,2.0,2.0,0.0,10.0,0.19,1.32,47.0,11.0,0.38,1.48,11.0,1.34,1.34,58.0,NaN,NaN,4.24,0.23,0.02,0.02,0.02,0.02
pyrim_bdeu-0.1,13.23,6.0,2.04,1.48,6.0,6.0,2.04,1.73,5.0,7.0,4.07,1.92,0.0,6.0,2.04,1.48,7.0,6.0,2.04,1.77,5.0,7.0,4.07,1.88,3.51,5.0,1.75,1.32,7.0,5.0,1.75,1.51,7.0,6.0,3.5,1.64,19.82,6.0,2.11,1.59,7.0,4.0,2.11,1.64,6.0,8.0,4.21,1.79,1968.0,8.0,3.08,1.32,6.0,2.36,1.45,4.0,2.0,14.0,11.5,3.54,6.0,2.36,1.59,3.0,8.0,4.71,2.21,6.0,3.25,1.48,4.0,3.0,8.0,8.0,0.0,8.0,3.25,2.29,2.0,11.0,6.5,2.92,252.0,70.29,64.85,28.0,269.93,563.96,3.21,0.44,18.28,21.8,49.07,30.7
pyrim_bdeu-0.1-2,9.54,2.0,1.57,0.79,8.0,6.0,1.57,1.37,5.0,6.0,3.14,1.46,0.1,2.0,1.54,0.84,7.0,6.0,1.54,1.37,6.0,6.0,3.07,1.46,0.0,2.0,1.61,0.79,7.0,6.0,1.61,1.34,5.0,6.0,3.21,1.4,13.22,2.0,1.61,0.79,7.0,4.0,1.61,1.2,5.0,6.0,3.21,1.32,778.0,2.0,1.72,0.52,2.0,1.71,0.66,7.0,2.0,8.0,7.0,1.41,6.0,1.71,1.38,3.0,7.0,3.43,1.62,2.0,1.86,0.52,4.0,5.0,8.0,4.6,2.19,5.0,1.86,1.38,2.0,7.0,3.71,1.65,64.0,27.79,15.05,28.0,41.54,50.8,1538.14,0.29,2.6,2.82,3.52,5.22
pyrim_bdeu-0.1-3,12.35,3.0,1.79,1.03,5.0,4.0,1.79,1.26,5.0,6.0,3.57,1.57,0.1,3.0,1.75,1.0,6.0,6.0,1.75,1.48,5.0,6.0,3.5,1.62,2.92,3.0,1.96,1.14,6.0,6.0,1.96,1.69,5.0,8.0,3.93,1.7,20.56,3.0,2.11,1.13,3.0,6.0,2.11,1.69,4.0,7.0,4.21,1.6,1743.0,3.0,2.5,0.73,3.0,2.07,0.98,3.0,2.0,15.0,12.0,4.24,4.0,2.07,1.21,3.0,7.0,4.14,1.82,3.0,2.54,0.84,4.0,3.0,8.0,8.0,0.0,5.0,2.54,1.5,2.0,8.0,5.07,2.07,174.0,62.25,38.31,28.0,226.72,383.32,1438.29,0.49,14.49,16.09,17.12,50.07
pyrim_bdeu-0.1-4,13.01,4.0,1.86,1.18,6.0,5.0,1.86,1.43,5.0,6.0,3.71,1.65,0.6,4.0,1.82,1.25,6.0,5.0,1.82,1.44,6.0,6.0,3.64,1.59,2.93,4.0,2.14,1.48,4.0,6.0,2.14,1.46,5.0,7.0,4.29,1.44,18.92,4.0,2.04,1.45,5.0,4.0,2.04,1.4,6.0,6.0,4.07,1.49,2508.0,4.0,3.13,1.0,4.0,2.36,1.34,3.0,1.0,24.0,24.0,0.0,5.0,2.36,1.47,3.0,8.0,4.71,2.14,4.0,3.0,1.15,3.0,3.0,9.0,8.33,0.58,7.0,3.0,2.0,2.0,11.0,6.0,2.61,325.0,89.57,70.71,28.0,284.09,562.07,1771.26,0.48,14.58,15.25,25.4,31.5
pyrim_bdeu-0.1-5,13.23,5.0,2.0,1.39,6.0,5.0,2.0,1.66,5.0,7.0,4.0,1.85,0.0,5.0,2.0,1.39,7.0,5.0,2.0,1.7,5.0,7.0,4.0,1.81,4.98,5.0,1.96,1.5,6.0,5.0,1.96,1.45,6.0,7.0,3.93,1.61,20.11,5.0,2.04,1.48,6.0,5.0,2.04,1.55,6.0,7.0,4.07,1.61,2535.0,5.0,3.46,1.33,5.0,2.32,1.36,4.0,2.0,14.0,11.5,3.54,5.0,2.32,1.52,3.0,8.0,4.64,2.13,5.0,3.18,1.36,4.0,3.0,8.0,8.0,0.0,8.0,3.18,2.18,2.0,11.0,6.36,2.78,365.0,90.54,89.36,28.0,280.02,558.2,1511.18,0.45,21.24,22.92,21.88,63.4
pyrim_bdeu-0.1-6,13.23,6.0,2.04,1.48,6.0,6.0,2.04,1.73,5.0,7.0,4.07,1.92,0.0,6.0,2.04,1.48,7.0,6.0,2.04,1.77,5.0,7.0,4.07,1.88,2.91,6.0,1.89,1.42,5.0,4.0,1.89,1.26,6.0,8.0,3.79,1.55,19.09,6.0,1.96,1.43,6.0,6.0,1.96,1.71,5.0,8.0,3.93,2.02,2235.0,6.0,3.41,1.53,6.0,2.36,1.45,4.0,2.0,14.0,11.5,3.54,6.0,2.36,1.59,3.0,8.0,4.71,2.21,6.0,3.25,1.48,4.0,3.0,8.0,8.0,0.0,8.0,3.25,2.29,2.0,11.0,6.5,2.92,312.0,79.82,80.62,28.0,262.11,595.2,1629.56,0.47,22.54,20.88,18.53,19.7
pyrim_bdeu-1,12.44,6.0,2.04,1.48,6.0,6.0,2.04,1.79,5.0,7.0,4.07,1.92,0.8,6.0,2.04,1.57,6.0,6.0,2.04,1.77,5.0,8.0,4.07,2.0,2.53,4.0,1.89,1.29,5.0,5.0,1.89,1.4,5.0,6.0,3.79,1.69,18.66,6.0,2.04,1.43,5.0,6.0,2.04,1.55,4.0,7.0,4.07,1.8,2086.0,8.0,2.77,1.19,6.0,2.29,1.38,4.0,1.0,22.0,22.0,0.0,5.0,2.29,1.46,3.0,8.0,4.57,2.03,6.0,3.18,1.47,3.0,3.0,9.0,8.33,0.58,8.0,3.18,2.16,2.0,11.0,6.36,2.79,234.0,74.5,65.06,28.0,290.54,554.73,3.21,0.48,9.9,18.23,10.34,24.53
pyrim_bdeu-1-2,9.62,2.0,1.57,0.79,8.0,6.0,1.57,1.37,5.0,6.0,3.14,1.46,0.1,2.0,1.54,0.84,8.0,6.0,1.54,1.37,6.0,6.0,3.07,1.46,0.0,2.0,1.57,0.79,8.0,6.0,1.57,1.37,5.0,6.0,3.14,1.46,14.19,2.0,1.64,0.68,5.0,4.0,1.64,1.1,3.0,5.0,3.29,1.24,960.0,2.0,1.71,0.52,2.0,1.75,0.59,7.0,2.0,8.0,5.0,4.24,5.0,1.75,1.24,2.0,6.0,3.5,1.4,2.0,1.86,0.52,4.0,5.0,8.0,4.6,2.19,5.0,1.86,1.33,2.0,7.0,3.71,1.61,90.0,34.29,20.42,28.0,60.48,83.92,1525.05,0.34,2.84,7.14,9.78,10.08
pyrim_bdeu-1-3,11.84,3.0,1.79,1.03,5.0,5.0,1.79,1.34,5.0,6.0,3.57,1.57,0.2,3.0,1.75,1.04,6.0,6.0,1.75,1.55,5.0,6.0,3.5,1.62,4.8,3.0,1.93,1.15,5.0,5.0,1.93,1.51,5.0,7.0,3.86,1.51,18.59,3.0,1.89,0.99,4.0,5.0,1.89,1.37,3.0,6.0,3.79,1.26,2112.0,3.0,2.45,0.74,3.0,2.04,1.0,5.0,2.0,9.0,9.0,0.0,5.0,2.04,1.4,3.0,6.0,4.07,1.76,3.0,2.46,0.84,3.0,4.0,9.0,6.25,2.63,5.0,2.46,1.55,2.0,8.0,4.93,2.02,234.0,75.43,57.28,28.0,222.85,360.07,4.08,0.4,17.22,30.26,32.06,25.29
pyrim_bdeu-1-4,12.53,4.0,1.86,1.18,6.0,5.0,1.86,1.51,5.0,6.0,3.71,1.65,0.9,4.0,2.0,1.39,9.0,6.0,2.0,1.85,5.0,6.0,4.0,1.76,3.88,4.0,2.21,1.45,5.0,6.0,2.21,1.62,4.0,6.0,4.43,1.23,18.47,4.0,1.96,1.26,5.0,5.0,1.96,1.5,4.0,7.0,3.93,1.36,2596.0,4.0,2.93,1.03,4.0,2.21,1.23,5.0,1.0,21.0,21.0,0.0,5.0,2.21,1.5,3.0,8.0,4.43,1.99,4.0,2.96,1.17,3.0,3.0,9.0,8.33,0.58,7.0,2.96,1.9,2.0,10.0,5.93,2.46,273.0,92.71,67.81,28.0,261.7,465.01,374.43,0.46,8.84,21.56,19.69,37.4
pyrim_bdeu-1-5,12.58,5.0,2.0,1.39,6.0,5.0,2.0,1.72,5.0,7.0,4.0,1.85,0.8,5.0,2.0,1.49,6.0,6.0,2.0,1.74,5.0,7.0,4.0,1.91,2.0,5.0,1.89,1.34,4.0,4.0,1.89,1.26,5.0,6.0,3.79,1.4,18.62,5.0,1.93,1.25,5.0,5.0,1.93,1.36,4.0,6.0,3.86,1.67,2503.0,5.0,3.12,1.32,5.0,2.25,1.29,5.0,1.0,20.0,20.0,0.0,5.0,2.25,1.51,3.0,8.0,4.5,2.01,5.0,3.11,1.34,3.0,3.0,9.0,8.33,0.58,8.0,3.11,2.06,2.0,11.0,6.21,2.66,257.0,89.39,73.59,28.0,307.38,592.98,1685.84,0.49,9.61,22.08,26.44,27.34
pyrim_bdeu-1-6,12.44,6.0,2.04,1.48,6.0,6.0,2.04,1.79,5.0,7.0,4.07,1.92,0.8,6.0,2.04,1.57,6.0,6.0,2.04,1.77,5.0,8.0,4.07,2.0,2.79,4.0,1.71,1.21,7.0,5.0,1.71,1.56,7.0,6.0,3.43,1.64,19.01,6.0,1.96,1.32,6.0,4.0,1.96,1.43,3.0,8.0,3.93,1.74,2246.0,6.0,2.99,1.39,6.0,2.29,1.38,4.0,1.0,22.0,22.0,0.0,5.0,2.29,1.46,3.0,8.0,4.57,2.03,6.0,3.18,1.47,3.0,3.0,9.0,8.33,0.58,8.0,3.18,2.16,2.0,11.0,6.36,2.79,234.0,80.21,70.68,28.0,280.68,512.3,1467.48,0.48,7.06,24.76,44.19,44.69
pyrim_bdeu-10,11.59,6.0,2.46,1.53,8.0,8.0,2.46,2.28,3.0,9.0,4.93,2.28,0.8,6.0,2.5,1.53,8.0,9.0,2.5,2.46,3.0,10.0,5.0,2.4,5.54,6.0,2.64,1.42,7.0,9.0,2.64,2.36,2.0,9.0,5.29,2.03,16.95,6.0,2.54,1.43,7.0,9.0,2.54,2.33,3.0,12.0,5.07,2.34,4023.0,8.0,2.57,0.94,6.0,3.11,1.29,5.0,1.0,23.0,23.0,0.0,8.0,3.11,2.44,2.0,12.0,6.21,2.83,6.0,3.54,1.4,3.0,3.0,9.0,8.33,0.58,8.0,3.54,2.41,2.0,12.0,7.07,3.14,330.0,143.68,78.32,28.0,327.07,764.91,5.4,0.53,150.38,128.76,95.7,108.07
pyrim_bdeu-10-2,8.68,2.0,1.71,0.66,6.0,4.0,1.71,1.24,3.0,6.0,3.43,1.4,0.9,2.0,1.71,0.66,7.0,6.0,1.71,1.44,3.0,6.0,3.43,1.48,1.82,2.0,1.68,0.72,7.0,4.0,1.68,1.39,4.0,6.0,3.36,1.5,13.56,2.0,1.71,0.66,7.0,4.0,1.71,1.24,3.0,6.0,3.43,1.45,2043.0,2.0,1.78,0.44,2.0,1.86,0.52,7.0,3.0,13.0,6.67,5.69,5.0,1.86,1.41,2.0,7.0,3.71,1.67,2.0,1.86,0.52,4.0,4.0,12.0,6.0,4.32,6.0,1.86,1.48,2.0,8.0,3.71,1.74,134.0,72.96,29.27,28.0,68.25,109.25,13.89,0.32,9.35,19.31,21.61,24.38
pyrim_bdeu-10-3,11.21,3.0,2.25,1.04,5.0,6.0,2.25,1.84,3.0,7.0,4.5,1.91,0.8,3.0,2.21,1.07,6.0,6.0,2.21,1.97,3.0,9.0,4.43,2.01,9.03,3.0,2.32,1.02,7.0,8.0,2.32,2.14,3.0,8.0,4.64,1.95,19.38,3.0,2.29,1.01,6.0,7.0,2.29,1.84,3.0,8.0,4.57,1.77,4726.0,3.0,2.5,0.67,3.0,2.61,0.83,3.0,1.0,25.0,25.0,0.0,6.0,2.61,1.75,2.0,9.0,5.21,2.11,3.0,2.71,0.81,4.0,4.0,8.0,6.0,2.31,5.0,2.71,1.67,2.0,8.0,5.43,2.17,345.0,168.79,79.02,28.0,281.77,558.12,1507.92,0.52,102.29,113.56,200.22,342.62
pyrim_bdeu-10-4,11.57,4.0,2.36,1.34,8.0,6.0,2.36,2.15,3.0,9.0,4.71,2.12,0.8,4.0,2.43,1.37,8.0,7.0,2.43,2.23,3.0,10.0,4.86,2.3,5.76,4.0,2.93,1.41,5.0,7.0,2.93,2.31,3.0,10.0,5.86,1.82,18.46,4.0,2.46,1.29,7.0,7.0,2.46,2.25,3.0,9.0,4.93,1.92,5584.0,4.0,2.95,0.98,4.0,3.0,1.12,5.0,1.0,23.0,23.0,0.0,8.0,3.0,2.37,2.0,12.0,6.0,2.78,4.0,3.29,1.12,2.0,3.0,9.0,8.67,0.58,7.0,3.29,2.07,2.0,11.0,6.57,2.74,451.0,199.43,101.65,28.0,310.05,636.44,1098.45,0.73,125.05,519.78,512.29,451.28
pyrim_bdeu-10-5,11.59,5.0,2.43,1.45,8.0,7.0,2.43,2.2,3.0,9.0,4.86,2.19,0.8,5.0,2.46,1.45,8.0,9.0,2.46,2.47,3.0,10.0,4.93,2.36,6.39,5.0,2.93,1.72,5.0,9.0,2.93,2.29,2.0,9.0,5.86,1.53,19.95,5.0,2.57,1.43,5.0,9.0,2.57,2.23,3.0,11.0,5.14,1.98,4793.0,5.0,2.95,1.22,5.0,3.07,1.21,5.0,1.0,23.0,23.0,0.0,8.0,3.07,2.39,2.0,12.0,6.14,2.79,5.0,3.46,1.29,3.0,3.0,9.0,8.33,0.58,8.0,3.46,2.32,2.0,12.0,6.93,3.02,444.0,171.18,93.6,28.0,328.55,681.8,67.33,0.59,476.34,292.83,182.31,222.24
pyrim_bdeu-10-6,11.59,6.0,2.46,1.53,8.0,8.0,2.46,2.28,3.0,9.0,4.93,2.28,0.8,6.0,2.5,1.53,8.0,9.0,2.5,2.46,3.0,10.0,5.0,2.4,6.11,6.0,2.93,1.82,5.0,9.0,2.93,2.26,2.0,9.0,5.86,1.82,18.5,6.0,2.57,1.43,7.0,7.0,2.57,2.36,3.0,9.0,5.14,2.24,4233.0,6.0,2.74,1.17,6.0,3.11,1.29,5.0,1.0,23.0,23.0,0.0,8.0,3.11,2.44,2.0,12.0,6.21,2.83,6.0,3.54,1.4,3.0,3.0,9.0,8.33,0.58,8.0,3.54,2.41,2.0,12.0,7.07,3.14,381.0,151.18,84.29,28.0,328.7,749.6,6.95,0.53,144.78,176.13,130.32,174.09
pyrim_bdeu-100-2,3.98,2.0,1.75,0.65,11.0,6.0,1.75,1.88,3.0,7.0,3.5,1.91,3.4,2.0,1.75,0.65,11.0,7.0,1.75,1.99,3.0,7.0,3.5,1.95,1.28,2.0,1.75,0.65,12.0,6.0,1.75,1.88,3.0,7.0,3.5,1.91,9.16,2.0,1.75,0.65,9.0,6.0,1.75,1.73,3.0,7.0,3.5,1.82,6708.0,2.0,1.9,0.32,2.0,1.86,0.52,13.0,2.0,7.0,6.5,0.71,6.0,1.86,2.07,2.0,8.0,3.71,2.26,2.0,1.86,0.52,9.0,6.0,4.0,2.67,0.82,6.0,1.86,2.05,2.0,8.0,3.71,2.24,326.0,239.57,77.22,28.0,47.83,69.17,9.12,76.13,93.15,103.23,227.15,236.76
pyrim_bdeu-100-3,7.5,3.0,2.57,1.0,5.0,9.0,2.57,2.41,3.0,10.0,5.14,2.3,4.4,3.0,2.57,1.0,6.0,11.0,2.57,2.62,3.0,11.0,5.14,2.48,17.4,3.0,2.61,0.96,6.0,8.0,2.61,2.38,3.0,11.0,5.21,2.5,17.08,3.0,2.61,0.99,7.0,10.0,2.61,2.63,3.0,11.0,5.21,2.56,33532.0,3.0,2.79,0.46,3.0,2.79,0.79,6.0,2.0,12.0,10.5,2.12,7.0,2.79,2.23,2.0,10.0,5.57,2.62,3.0,2.79,0.79,6.0,4.0,8.0,5.5,2.08,7.0,2.79,2.18,2.0,10.0,5.57,2.57,1945.0,1197.57,532.87,28.0,155.68,273.34,25.22,145.51,NaN,NaN,NaN,NaN
