Instances,feature_ DIAMETERmean,feature_ DIAMETERcoeffvariation,feature_ DIAMETERmin,feature_ DIAMETERmax,feature_ DIAMETERentropy,feature_ LOBJOISlobjoismeandepthovervars,feature_ LOBJOISlobjoislognumnodesovervars,feature_ BASEnvarsOrig,feature_ BASEnclausesOrig,feature_ BASEnvars,feature_ BASEnclauses,feature_ BASEreducedVars,feature_ BASEreducedClauses,feature_ BASEvarsclausesratio,feature_ BASEPOSNEGRATIOCLAUSEmean,feature_ BASEPOSNEGRATIOCLAUSEcoeffvariation,feature_ BASEPOSNEGRATIOCLAUSEmin,feature_ BASEPOSNEGRATIOCLAUSEmax,feature_ BASEPOSNEGRATIOCLAUSEentropy,feature_ BASEVCGCLAUSEmean,feature_ BASEVCGCLAUSEcoeffvariation,feature_ BASEVCGCLAUSEmin,feature_ BASEVCGCLAUSEmax,feature_ BASEVCGCLAUSEentropy,feature_ BASEUNARY,feature_ BASEBINARY+,feature_ BASETRINARY+,feature_ BASEVCGVARmean,feature_ BASEVCGVARcoeffvariation,feature_ BASEVCGVARmin,feature_ BASEVCGVARmax,feature_ BASEVCGVARentropy,feature_ BASEPOSNEGRATIOVARmean,feature_ BASEPOSNEGRATIOVARstdev,feature_ BASEPOSNEGRATIOVARmin,feature_ BASEPOSNEGRATIOVARmax,feature_ BASEPOSNEGRATIOVARentropy,feature_ BASEHORNYVARmean,feature_ BASEHORNYVARcoeffvariation,feature_ BASEHORNYVARmin,feature_ BASEHORNYVARmax,feature_ BASEHORNYVARentropy,feature_ BASEhornclausesfraction,feature_ BASEVGmean,feature_ BASEVGcoeffvariation,feature_ BASEVGmin,feature_ BASEVGmax,feature_ BASECGmean,feature_ BASECGcoeffvariation,feature_ BASECGmin,feature_ BASECGmax,feature_ BASECGentropy,feature_ BASEclustercoeffmean,feature_ BASEclustercoeffcoeffvariation,feature_ BASEclustercoeffmin,feature_ BASEclustercoeffmax,feature_ BASEclustercoeffentropy,feature_ UNITvarsreduceddepth1,feature_ UNITvarsreduceddepth4,feature_ UNITvarsreduceddepth16,feature_ UNITvarsreduceddepth64,feature_ UNITvarsreduceddepth256,feature_ SPbiasmean,feature_ SPbiascoeffvariation,feature_ SPbiasmin,feature_ SPbiasmax,feature_ SPbiasq90,feature_ SPbiasq10,feature_ SPbiasq75,feature_ SPbiasq25,feature_ SPbiasq50,feature_ SPunconstraintmean,feature_ SPunconstraintcoeffvariation,feature_ SPunconstraintmin,feature_ SPunconstraintmax,feature_ SPunconstraintq90,feature_ SPunconstraintq10,feature_ SPunconstraintq75,feature_ SPunconstraintq25,feature_ SPunconstraintq50,feature_ LSsaps_BestSolution_Mean,feature_ LSsaps_BestSolution_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Mean,feature_ LSsaps_FirstLocalMinStep_CoeffVariance,feature_ LSsaps_FirstLocalMinStep_Median,feature_ LSsaps_FirstLocalMinStep_Q.10,feature_ LSsaps_FirstLocalMinStep_Q.90,feature_ LSsaps_BestAvgImprovement_Mean,feature_ LSsaps_BestAvgImprovement_CoeffVariance,feature_ LSsaps_FirstLocalMinRatio_Mean,feature_ LSsaps_FirstLocalMinRatio_CoeffVariance,feature_ LSgsat_BestSolution_Mean,feature_ LSgsat_BestSolution_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Mean,feature_ LSgsat_FirstLocalMinStep_CoeffVariance,feature_ LSgsat_FirstLocalMinStep_Median,feature_ LSgsat_FirstLocalMinStep_Q.10,feature_ LSgsat_FirstLocalMinStep_Q.90,feature_ LSgsat_BestAvgImprovement_Mean,feature_ LSgsat_BestAvgImprovement_CoeffVariance,feature_ LSgsat_FirstLocalMinRatio_Mean,feature_ LSgsat_FirstLocalMinRatio_CoeffVariance,feature_ LP_OBJ,feature_ LPSLackmean,feature_ LPSLackcoeffvariation,feature_ LPSLackmin,feature_ LPSLackmax,feature_ LPlpIntRatio,algo_CTSat+default,algo_CTSat_noproof+default,algo_CaDiCaL-sc2020+default,algo_DurianSat+default,algo_ExMapleLCMDistChronoBT+PADC_DL,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Exp,algo_ExMapleLCMDistChronoBT+PADC_DL_OVAU_Lin,algo_ExMapleLCMDistChronoBT+PSIDS_DL,algo_GlucoseEsbpSel+default,algo_Kissat-sc2020-default+default,algo_Kissat-sc2020-sat+default,algo_Kissat-sc2020-unsat+default,algo_MLCMDCHRONOBT-DL-V2.2SCAVELRFV+default,algo_MLCMDChronoBT-DL-Scavel+default,algo_Maple-LCM-Dist-alluip-trail+default,algo_MapleCOMSPS_LRB_VSIDS_2+LRB_VSIDS_2_init,algo_MapleCOMSPS_LRB_VSIDS_2+default_drup,algo_MapleLCMDistChronoBT-DL-Scavel01+default,algo_MapleLCMDistChronoBT-DL-Scavel02+default,algo_MapleLCMDistChronoBT-DL-f2trc+default,algo_MapleLCMDistChronoBT-DL-v3+default,algo_MapleLCMDistChronoBT-f2trc+default,algo_MapleLCMDistChronoBT-f2trc-s+default,algo_Maple_CM+dist+default,algo_Maple_CM+dist+sattime2s+-+default,algo_Maple_CM+dist+simp2--+default,algo_Maple_CMused+dist+default,algo_Maple_mix+default,algo_Maple_simp+default,algo_ParaFROST+default,algo_ParaFROST_ALL+default,algo_ParaFROST_CBT+default,algo_ParaFROST_HRE+default,algo_PauSat+default,algo_PauSat_noproof+default,algo_PauSat_noproof+noproof,algo_Relaxed_LCMDCBDL+default,algo_Relaxed_LCMDCBDL_newTech+default,algo_Relaxed_LCMDCBDL_noTimePara+default,algo_Riss+NOUNSAT_proof-fixed,algo_Riss+default_proof,algo_Riss-nolimit+NOLIMIT,algo_SLIME+default,algo_SLIME+default-no-drup,algo_Top16-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top24-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Top36-Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_Undominated-LC-MapleLCMDiscChronoBT-DL+default,algo_abcdsat_n20+default,algo_cadical-alluip+default,algo_cadical-alluip-trail+default,algo_cadical-trail+default,algo_cryptominisat-ccnr+default,algo_cryptominisat-ccnr-lsids+default,algo_cryptominisat-ccnr-lsids-nolimits+default,algo_cryptominisat-ccnr-nolimits+default,algo_cryptominisat-walksat+default,algo_cryptominisat-walksat-nolimits+default,algo_exp_L_MLD_CBT_DL+default,algo_exp_V_LGB_MLD_CBT_DL+default,algo_exp_V_L_MLD_CBT_DL+default,algo_exp_V_MLD_CBT_DL+default,algo_glucose-3.0-inprocess+default,algo_glucose3.0+proofs,algo_mergesat+default,algo_optsat_m20+default,algo_upGlucose-3.0_PADC+default
velev-pipe-uns-1.0-9.cnf,3.898876404,0.077327999,3.0,4.0,0.327544775,0.31941271,0.582449155,49112.0,2317839.0,44203.0,2295926.0,0.111055811,0.009544297,0.019252798,0.912622188,0.292425799,0.0,1.0,0.562462189,6.7437e-05,2.584171986,4.5246e-05,0.0048413,0.376893147,0.0,0.947469997,0.956674997,6.7437e-05,5.605347374,1.307e-06,0.010952444,5.025588869,0.535684951,0.285499766,0.0,1.0,4.242432316,4.3475e-05,5.220559018,0.0,0.006537232,4.781073226,0.956303905,0.000101167,3.401353418,1.307e-06,0.008990272,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.924801481,0.231987572,0.0,1.0,1.0,0.686565442,0.999999151,0.990619039,0.999850906,0.052342293,2.473966703,0.0,1.0,0.26836794,0.0,0.013438757,1.066e-06,0.000197439,13535.0,0.0,0.0,0.0,0.0,0.0,0.0,103.331117021,0.0,1.024883488,0.0,10061.0,0.0,0.0,0.0,0.0,0.0,0.0,54.692307692,0.0,1.020901761,0.0,NaN,NaN,NaN,NaN,NaN,NaN,2634.74,2627.77,177.546,252.466,145.247,165.994,189.374,128.022,675.878,64.3712,140.464,34.9121,2574.47,2547.54,2575.67,84.4826,77.7641,3076.09,3555.95,110.273,124.399,110.216,115.888,2600.78,2538.68,2536.12,2554.18,133.824,114.649,112.488,1111.7,143.079,1077.06,NaN,NaN,NaN,2542.38,247.703,266.4,934.0,713.056,216.999,113.186,121.783,100.226,102.037,100.356,115.863,101.731,1980.39,1965.17,239.268,172.628,129.47,127.069,169.093,143.636,140.768,2655.56,2548.61,2663.73,2538.35,170.614,221.319,124.996,115.667,228.803
vlsat2_15440_1409906.dimacs.cnf,5.172661871,0.080090014,4.0,6.0,0.554224604,0.549053734,0.559513349,15440.0,1409906.0,14795.0,1373759.0,0.043595809,0.026312475,0.01076972,0.999415131,0.006821376,0.5,1.0,0.060243066,0.000233185,2.757696259,0.000135181,0.005272051,0.166306155,0.0,0.974676781,0.974676781,0.000233185,0.702411811,7.28e-07,0.005436907,5.271259708,0.365548056,0.454530202,0.0,1.0,1.735374132,0.000131758,0.534298031,7.28e-07,0.000277341,5.137940931,0.974676781,0.002946621,0.821954732,7.28e-07,0.010178641,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.907409385,0.216239905,0.0,1.0,1.0,0.782186624,0.996972381,0.905784021,0.98412271,0.122153364,1.891347859,0.0,1.0,0.317270044,2.44e-07,0.111279338,0.007765504,0.033723679,62860.0,1.407126746,2532.5,1.414213562,2532.5,0.0,0.0,93.019012723,0.906206458,1.300123185,0.328310843,928.5,0.122610869,5101.5,0.013444939,5101.5,5053.0,5053.0,16.983136271,0.326535029,0.999067809,0.000140221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vlsat2_15960_1464039.dimacs.cnf,5.148148148,0.076678634,4.0,6.0,0.519000107,0.550591929,0.583622212,15960.0,1464039.0,15289.0,1426513.0,0.043887762,0.026306104,0.010717743,0.99943676,0.006694823,0.5,1.0,0.058363659,0.000226597,2.769093802,0.000130813,0.005101707,0.166532983,0.0,0.974673908,0.974673908,0.000226597,0.722202842,7.01e-07,0.006184311,5.333044113,0.353860774,0.451679923,0.0,1.0,1.680371909,0.0001275,0.552718195,7.01e-07,0.000276198,5.16555455,0.974673908,0.002912862,0.822052527,7.01e-07,0.010148523,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.907527033,0.213738453,0.0,1.0,1.0,0.782153875,0.99674552,0.905705122,0.982158097,0.121899656,1.869741564,0.0,1.0,0.317011921,1.94e-07,0.112867711,0.008285176,0.03550683,41781.5,1.398812795,2486.0,1.414213562,2486.0,0.0,0.0,92.697035971,0.796926953,1.154900614,0.192976392,1010.5,0.037087243,5145.5,0.012505435,5145.5,5100.0,5100.0,17.587794685,0.024051183,0.99968992,0.000130933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vlsat2_16676_1598591.dimacs.cnf,4.32,0.115648111,3.0,5.0,0.713763338,0.614843014,0.643277357,16676.0,1598591.0,16286.0,1595998.0,0.023946948,0.001624689,0.010204273,0.999936061,0.001723426,0.953488372,1.0,0.010432291,0.000231536,3.120527142,0.000122805,0.005280609,0.140587559,0.0,0.977247465,0.977247465,0.000231536,0.546759553,6.266e-06,0.000462407,4.654575829,0.072608505,0.230776326,0.0,1.0,1.568083054,0.000120011,0.523659004,6.266e-06,0.000234336,4.384974156,0.977247465,0.00447469,0.618661807,6.266e-06,0.009607781,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.880399943,0.221204618,0.0,1.0,0.999999729,0.767475588,0.99998792,0.838332658,0.939867457,0.178843696,1.333942326,0.0,1.0,0.35766622,2.2e-06,0.237843,8.3367e-05,0.143689266,85990.0,1.396073342,2884.0,1.414213562,2884.0,0.0,0.0,112.139399567,0.65059492,1.388321284,0.396633342,1106.0,0.189243768,5805.0,0.011693756,5805.0,5757.0,5757.0,35.870334308,0.538898912,0.999176889,0.0,NaN,NaN,NaN,NaN,NaN,NaN,459.521,430.138,1353.7,284.965,31.7125,31.7992,31.8343,321.149,4064.79,23.9996,NaN,NaN,2636.58,32.1019,2740.55,NaN,NaN,31.5663,31.6257,68.7706,31.2765,68.7765,56.19,32.137,NaN,37.085,32.8872,37.4982,37.9221,1903.64,NaN,2602.91,NaN,NaN,NaN,NaN,38.2726,35.095,38.4422,131.277,1043.67,131.243,3202.22,1061.6,48.5035,48.6195,48.9287,384.313,31.5131,75.1413,75.8332,NaN,30.4146,76.1347,72.1499,28.689,30.317,28.6048,NaN,32.2069,NaN,32.6573,3186.57,3148.2,30.4838,39.8663,NaN
vlsat2_21114_2240429.dimacs.cnf,5.0,0.0,5.0,5.0,0.0,0.565108391,0.587327336,21114.0,2240429.0,20343.0,2190659.0,0.037900015,0.022719191,0.009286247,0.999570978,0.005561822,0.5,1.0,0.051949665,0.000170811,2.989036979,9.8314e-05,0.004424126,0.149532862,0.0,0.978014835,0.978014835,0.000170811,0.723041984,4.56e-07,0.005317121,5.458715046,0.356614286,0.45571541,0.0,1.0,1.61369038,9.6152e-05,0.55169234,4.56e-07,0.000207244,5.295060049,0.978014835,0.00252597,0.828085282,4.56e-07,0.008798266,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.916204098,0.201078755,0.0,1.0,1.0,0.812209371,0.997514708,0.917083799,0.984872605,0.115870427,1.957415191,0.0,1.0,0.299367406,9.9e-08,0.10259846,0.00643099,0.030373786,497.0,0.0,6785.0,0.0,6785.0,6785.0,6785.0,52.111078431,0.0,0.998220242,0.0,164523.5,1.402196613,3300.5,1.414213562,3300.5,0.0,0.0,111.510920228,1.205185871,1.782609697,0.621504026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vlsat2_24450_2770239.dimacs.cnf,5.0,0.0,5.0,5.0,0.0,0.627322358,0.627322358,24450.0,2770239.0,23629.0,2713699.0,0.03474544,0.02083503,0.008707303,0.999633601,0.005020615,0.5,1.0,0.048275501,0.000147181,3.125123224,8.4642e-05,0.004147446,0.141124582,0.0,0.979796212,0.979796212,0.000147181,0.722751798,3.69e-07,0.004867157,5.537382614,0.358539729,0.457644534,0.0,1.0,1.593868799,8.2932e-05,0.551108773,3.69e-07,0.000178354,5.355789736,0.979796212,0.00236155,0.832229889,3.69e-07,0.008242992,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0.920297913,0.195105777,0.0,1.0,1.0,0.824886962,0.997872327,0.923968404,0.986323096,0.114203266,1.996892916,0.0,1.0,0.289014495,7.9e-08,0.098258314,0.00610953,0.029918809,693.0,0.0,7901.0,0.0,7901.0,7901.0,7901.0,68.519680961,0.0,0.998347667,0.0,1905.0,0.0,7650.0,0.0,7650.0,7650.0,7650.0,38.459914375,0.0,0.999867334,0.0,NaN,NaN,NaN,NaN,NaN,NaN,33.3553,31.806,72.2782,487.195,1258.43,NaN,824.752,325.252,2303.38,21.7526,1.07869,17.0757,4686.27,2628.95,22.0073,NaN,22.4373,3228.07,3650.25,241.908,157.123,242.439,453.048,NaN,NaN,NaN,NaN,847.048,163.629,1567.8,NaN,4653.28,NaN,NaN,NaN,NaN,396.855,1348.09,1497.89,278.193,NaN,276.637,884.932,NaN,45.2886,46.0583,46.4347,430.074,120.967,NaN,NaN,NaN,22.3728,24.1423,22.651,20.7828,22.1289,20.7624,NaN,NaN,NaN,NaN,NaN,NaN,205.836,168.441,NaN
vlsat2_30195_3855554.dimacs.cnf,5.0,0.0,5.0,5.0,0.0,0.610302658,0.610302658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3990.0,0.0,0.0,0.0,0.0,0.0,0.0,104.136885985,0.0,1.004316692,0.0,1873.0,0.0,9549.0,0.0,9549.0,9549.0,9549.0,37.62782343,0.0,0.999570911,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vlsat2_30744_3925645.dimacs.cnf,5.0,0.0,5.0,5.0,0.0,0.605405224,0.605405224,30744.0,3925645.0,29823.0,3854269.0,0.030882205,0.018518687,0.007737654,0.999706012,0.004320869,0.5,1.0,0.044526047,0.000116809,3.320382751,6.7062e-05,0.003688428,0.128091675,0.0,0.981980241,0.981980241,0.000116809,0.723311778,2.59e-07,0.004312621,5.64131135,0.36055448,0.460459475,0.0,1.0,1.509500584,6.5854e-05,0.550434469,2.59e-07,0.000141142,5.468548316,0.981980241,0.002097871,0.836666276,2.59e-07,0.007328497,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1408.0,0.0,9648.0,0.0,9648.0,9648.0,9648.0,91.349473277,0.0,0.998985392,0.0,2228.0,0.0,9625.0,0.0,9625.0,9625.0,9625.0,38.618066758,0.0,0.999783649,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,444.794,596.231,388.113,3867.61,301.334,NaN,NaN,28.4506,40.9296,242.933,2569.71,2531.4,NaN,NaN,3134.41,3808.08,258.761,788.632,254.636,259.857,NaN,NaN,NaN,NaN,523.189,484.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1202.4,376.422,368.076,1112.68,NaN,1112.49,3170.65,922.649,718.412,698.06,704.06,116.073,358.909,NaN,NaN,NaN,55.4953,30.9321,29.0837,51.7635,54.1052,51.804,NaN,NaN,NaN,NaN,NaN,NaN,276.274,497.325,NaN
vlsat2_32480_4362044.dimacs.cnf,NaN,NaN,NaN,NaN,NaN,0.614638476,0.614638476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vlsat2_34161_4607712.dimacs.cnf,NaN,NaN,NaN,NaN,NaN,0.625429346,0.625429346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3556.08,NaN,NaN,507.726,1398.02,363.414,207.092,2172.51,NaN,67.2086,19.728,149.342,2792.35,86.4944,2735.64,4195.53,NaN,85.8663,86.3225,3806.75,771.557,3743.28,NaN,NaN,72.7758,NaN,NaN,1049.96,1193.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.7863,90.6242,92.0606,NaN,NaN,NaN,NaN,3545.0,NaN,NaN,NaN,689.31,871.644,NaN,NaN,NaN,111.315,33.3882,30.8213,106.205,117.955,111.505,NaN,87.2727,NaN,88.5083,NaN,NaN,276.798,3221.51,NaN
vlsat2_35929_5082743.dimacs.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
vlsat2_37758_5364539.dimacs.cnf,NaN,NaN,NaN,NaN,NaN,0.635000136,0.635000136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3136.17,3274.64,NaN,1276.32,454.784,582.06,2937.13,NaN,NaN,NaN,46.9394,956.387,2668.88,2654.47,2760.22,NaN,NaN,3129.67,3553.37,1036.11,385.721,1026.89,1985.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1499.33,335.817,358.308,NaN,NaN,NaN,NaN,NaN,424.894,422.93,424.054,234.525,NaN,NaN,NaN,NaN,58.1206,32.8716,31.2876,54.1613,56.9819,54.125,NaN,NaN,NaN,NaN,NaN,NaN,202.354,2005.06,NaN
vlsat2_39552_5878762.dimacs.cnf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
