Instances,feature_ EXIST_VARS,feature_ FORALL_VARS,feature_ TOTAL_VARS,feature_ CLAUSES,feature_ LITERALS,feature_ EXIST_SET,feature_ FORALL_SET,feature_ TOTAL_SET,feature_ UNARY_CLAUSES,feature_ BINARY_CLAUSES,feature_ TERNARY_MORE_CLAUSES,feature_ POS_HORN,feature_ NEG_HORN,feature_ EXIST_LIT_PER_CLAUSE,feature_ FORALL_LIT_PER_CLAUSE,feature_ EXIST_VARS_PER_SET,feature_ FORALL_POS_LITS_PER_CLAUSE,feature_ FORALL_NEG_LITS_PER_CLAUSE,feature_ OCCS_POS_NO_PER_VAR,feature_ OCCS_FORALL_NO_PER_VAR,feature_ OCCS_FORALL_POS_NO_PER_VAR,feature_ W_OCCS_POS_NO_PER_VAR,feature_ W_OCCS_FORALL_NO_PER_VAR,feature_ W_OCCS_FORALL_POS_NO_PER_VAR,feature_ W_PRODUCTS,feature_ LITN_LIT,feature_ LITEP_LIT,feature_ LITEN_LITE,feature_ LITEN_LITN,feature_ LITFN_LIT,feature_ LITFP_LITFN,feature_ OCCP_OCCN,feature_ OCCE_OCC,feature_ OCCEN_OCC,feature_ OCCFP_OCCF,feature_ OCCEN_OCCE,feature_ OCCEN_OCCN,feature_ OCCFP_OCCFN,feature_ TERMORE_CLAUSE,feature_ NEG_HORN_CLAUSE,feature_ WOCCN_WOCC,feature_ WOCCEP_WOCC,feature_ WOCCFN_WOCC,feature_ WOCCEP_WOCCE,feature_ WOCCEP_WOCCP,feature_ WOCCFN_WOCCN,algo_bcghostq,algo_brareqs,algo_cbdepqbf,algo_cghostq,algo_depqbf,algo_dual_ooq13,algo_ghostq,algo_hiqqer1,algo_hiqqer3,algo_ooq13,algo_pre_dual_ooq13,algo_rareqs,algo_sqube,algo_xbdepqbf
eval2012r2/biu.mv.xl_ao.bb-b001-p010-MIF05-c07.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-004,4020.0,142.0,4162.0,10942.0,25530.0,5.0,4.0,9.0,1.0,7294.0,3647.0,8184.0,5615.0,2.121184,0.212027,804.0,0.106014,0.106014,2.629025,16.338028,8.169014,19.333494,65.802817,32.901408,73.087065,0.571406,0.383157,0.578544,0.920483,0.045437,1.0,0.750069,0.94124,0.544548,0.5,0.578544,0.952997,1.0,0.333303,0.51316,0.584683,0.405022,0.706779,0.411026,0.975211,1.208825,13.3344,0.299301,NaN,13.1327,NaN,0.196734,1.61564,NaN,NaN,NaN,0.236742,NaN,0.234813,0.751313
eval2012r2/biu.mv.xl_ao.bb-b001-p010-OPF02-c08.blif-biu.inv1.prop.bb-bmc.with-IOC.unfold-003,1987.0,93.0,2080.0,5215.0,12167.0,4.0,3.0,7.0,1.0,3476.0,1738.0,3894.0,2720.0,2.182742,0.150336,496.75,0.075168,0.075168,2.507212,8.430108,4.215054,14.43125,25.806452,12.903226,56.272773,0.571382,0.3964,0.576298,0.943613,0.032218,1.0,0.750144,0.979352,0.564398,0.5,0.576298,0.987778,1.0,0.333269,0.521572,0.584212,0.417849,0.371763,0.412892,1.004956,0.63635,0.825284,0.182267,0.288748,0.659279,NaN,0.036318,0.670141,0.306214,0.341725,NaN,0.105841,NaN,0.074408,0.398018
eval2012r2/biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-004,4029.0,52.0,4081.0,10470.0,24010.0,53.0,52.0,105.0,289.0,6822.0,3359.0,7948.0,5587.0,2.219866,0.073352,76.018868,0.036676,0.036676,2.494977,14.769231,7.384615,210.947807,632.923077,316.461538,852.644329,0.575927,0.40808,0.578436,0.97223,0.015993,1.0,0.736332,0.980507,0.56716,0.5,0.578436,0.984778,1.0,0.320821,0.53362,0.585046,0.412275,0.62251,0.413583,0.993544,1.064036,1.31591,0.191849,0.28831,1.15438,0.070986,0.155423,1.14328,0.506651,1.15697,0.062456,0.168349,0.552027,0.148543,0.725195
eval2012r2/biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-007,14021.0,140.0,14161.0,39330.0,91134.0,141.0,140.0,281.0,407.0,26042.0,12881.0,29620.0,20129.0,2.186219,0.130943,99.439716,0.065472,0.065472,2.748676,36.785714,18.392857,624.381682,4508.571429,2254.285714,3155.309393,0.572893,0.398852,0.577259,0.95068,0.028255,1.0,0.745528,0.952911,0.550076,0.5,0.577259,0.960173,1.0,0.327511,0.511798,0.584955,0.404226,1.498489,0.41245,0.973935,2.561714,NaN,0.524677,268.681,NaN,52.75,NaN,NaN,NaN,NaN,46.2772,NaN,5.96732,NaN,4.78021
eval2012r2/biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-009,31193.0,403.0,31596.0,90553.0,211289.0,10.0,9.0,19.0,1.0,60368.0,30184.0,67938.0,45246.0,2.087319,0.246,3119.3,0.123,0.123,2.865964,55.275434,27.637717,44.535163,498.282878,249.141439,246.159459,0.571426,0.37586,0.579844,0.907749,0.052715,1.0,0.750008,0.906128,0.525413,0.5,0.579844,0.919477,1.0,0.33333,0.499663,0.58464,0.390706,2.323633,0.410027,0.940644,3.974469,NaN,1.47225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.48686,NaN,NaN
eval2012r2/biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005,7133.0,244.0,7377.0,20359.0,47503.0,6.0,5.0,11.0,1.0,13572.0,6786.0,15286.0,10286.0,2.050543,0.282725,1188.833333,0.141363,0.141363,2.759794,23.590164,11.795082,24.6809,118.852459,59.42623,94.162064,0.571417,0.367998,0.581263,0.893973,0.060586,1.0,0.750037,0.908891,0.528305,0.5,0.581263,0.924553,1.0,0.333317,0.505231,0.585049,0.394969,0.999112,0.408932,0.951844,1.707741,NaN,0.287358,NaN,NaN,0.401331,10.7754,22.5629,3.19468,4.96919,5.96131,5.41436,0.12827,22.8753,16.4021
eval2012r2/biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-004,4520.0,165.0,4685.0,12406.0,28946.0,5.0,4.0,9.0,1.0,8270.0,4135.0,9304.0,6279.0,2.110269,0.222957,904.0,0.111478,0.111478,2.648026,16.763636,8.381818,19.176307,67.927273,33.963636,69.585619,0.571409,0.380813,0.578953,0.916385,0.047779,1.0,0.75006,0.937459,0.542745,0.5,0.578953,0.949837,1.0,0.333306,0.506126,0.585772,0.402567,0.733649,0.409554,0.971851,1.252447,2.86714,0.170044,9.8076,2.74308,0.041564,0.048969,1.54158,0.720166,1.73777,0.056984,0.121926,0.069918,0.127254,0.671719
eval2012r2/blocks_enc_2_b3_ser--opt-9_,444.0,4.0,448.0,4839.0,13743.0,2.0,1.0,3.0,3.0,3375.0,1461.0,4472.0,2255.0,2.711097,0.128952,222.0,0.074396,0.054557,9.261161,156.0,90.0,23.845982,312.0,180.0,781.925676,0.698101,0.275704,0.711182,0.972483,0.01921,1.363636,0.432458,0.963195,0.685007,0.576923,0.711182,0.981244,1.363636,0.301922,0.466005,0.661212,0.318801,1.875369,0.328975,0.941005,2.836259,2.0209,0.134141,3.86575,1.97427,78.5853,52.6073,132.394,8.42296,3.62003,13.396,389.467,0.087828,NaN,53.0813
eval2012r2/blocks_enc_2_b4_ser--opt-26_,3036.0,7.0,3043.0,57130.0,152916.0,2.0,1.0,3.0,4.0,45864.0,11262.0,54618.0,17663.0,2.497742,0.17889,1518.0,0.103973,0.074917,11.868551,1460.0,848.571429,29.962537,2920.0,1697.142857,1863.893281,0.763818,0.197337,0.788529,0.963356,0.027989,1.38785,0.309212,0.935317,0.737525,0.581213,0.788529,0.965577,1.38785,0.197129,0.309172,0.698604,0.26273,12.300849,0.28112,0.871708,17.607763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/c1_BMC_p1_k8,28628.0,3.0,28631.0,89004.0,327480.0,2.0,1.0,3.0,96.0,32421.0,56487.0,41747.0,39950.0,2.113253,1.566132,14314.0,0.783066,0.783066,5.675038,46464.0,23232.0,12.967902,92928.0,46464.0,370.026093,0.503841,0.283333,0.506688,0.577595,0.212825,1.0,0.984751,0.57441,0.291047,0.5,0.506688,0.577655,1.0,0.634657,0.448856,0.505031,0.309174,1773.473415,0.491993,0.624633,3511.611437,32.6907,2.12354,22.183,30.9358,188.081,86.7487,NaN,65.7511,159.414,95.2716,299.617,1.3579,NaN,60.9066
eval2012r2/c2_Debug_s5_f1_e1_v3,64338.0,10.0,64348.0,280804.0,2140076.0,3.0,2.0,5.0,405.0,11895.0,268504.0,38731.0,28636.0,1.872267,5.748978,21446.0,2.874489,2.874489,16.391092,161433.6,80716.8,63.733605,617472.0,308736.0,1198.1005,0.507151,0.115681,0.529109,0.256301,0.377168,1.0,0.971799,0.245702,0.130003,0.5,0.529109,0.256341,1.0,0.956197,0.101979,0.509154,0.121353,2377.740398,0.464925,0.247231,4669.986796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/c3_BMC_p1_k256,49895.0,4.0,49899.0,137372.0,393318.0,2.0,1.0,3.0,2946.0,83882.0,50544.0,73224.0,87128.0,2.216507,0.646653,24947.5,0.323326,0.323326,4.039099,22208.0,11104.0,10.78208,44416.0,22208.0,58.051107,0.487572,0.399501,0.483947,0.76839,0.112926,1.0,1.050977,0.774209,0.374676,0.5,0.483947,0.768452,1.0,0.367935,0.634249,0.48599,0.429176,1058.712978,0.516874,0.834956,2178.465327,NaN,6.07484,NaN,NaN,NaN,NaN,NaN,196.756,256.28,NaN,NaN,16.3649,NaN,94.3121
eval2012r2/c3_Debug_s3_f2_e2_v2,578121.0,11.0,578132.0,3126807.0,9124477.0,2.0,1.0,3.0,198.0,274726.0,2851883.0,3118513.0,80407.0,2.903736,0.01441,289060.5,0.007205,0.007205,5.093693,4096.0,2048.0,10.307226,8192.0,4096.0,13654.708319,0.677261,0.32027,0.67814,0.996354,0.002469,1.0,0.476536,0.995081,0.674805,0.5,0.67814,0.996373,1.0,0.912075,0.025715,0.72442,0.273501,109.51285,0.27464,0.992458,151.173043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/c4_Debug_s3_f1_e1_v3,50313.0,12.0,50325.0,574443.0,7817609.0,2.0,1.0,3.0,8.0,568.0,573867.0,1388.0,1072.0,1.629977,11.979048,25156.5,5.989524,5.989524,76.384183,573440.0,286720.0,153.620864,1146880.0,573440.0,72727.98724,0.508285,0.051601,0.569175,0.13412,0.440114,1.0,0.967399,0.1198,0.068187,0.5,0.569175,0.134152,1.0,0.998997,0.001866,0.512259,0.053619,1820.651635,0.406938,0.109934,3554.160851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/c4_Debug_s3_f1_e2_v3,50313.0,12.0,50325.0,574443.0,7817609.0,2.0,1.0,3.0,8.0,568.0,573867.0,1387.0,1073.0,1.629977,11.979048,25156.5,5.989524,5.989524,76.384362,573440.0,286720.0,153.621401,1146880.0,573440.0,72729.937273,0.508284,0.051602,0.569165,0.134118,0.440114,1.0,0.967404,0.1198,0.068186,0.5,0.569165,0.13415,1.0,0.998997,0.001868,0.512258,0.053621,1820.651635,0.40695,0.109937,3554.17267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/c4_Debug_s3_f2_e1_v3,54363.0,12.0,54375.0,627553.0,1660953.0,2.0,1.0,3.0,8.0,262666.0,364879.0,623110.0,66973.0,2.490067,0.156647,27181.5,0.078323,0.078323,8.395476,8192.0,4096.0,17.653002,16384.0,8192.0,67344.124717,0.725155,0.245252,0.73932,0.959191,0.029593,1.0,0.379015,0.941022,0.695716,0.5,0.73932,0.959403,1.0,0.581431,0.106721,0.76946,0.206976,106.983801,0.217186,0.897786,139.037543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/c5_BMC_p1_k4,14644.0,2.0,14646.0,42394.0,113126.0,2.0,1.0,3.0,120.0,22169.0,20105.0,28475.0,28542.0,2.27518,0.393263,7322.0,0.196632,0.196632,3.768606,8336.0,4168.0,10.167349,16672.0,8336.0,319.162182,0.512093,0.41422,0.514183,0.856105,0.073688,1.0,0.952771,0.852741,0.438465,0.5,0.514183,0.856222,1.0,0.474242,0.673256,0.51341,0.43217,398.944731,0.48495,0.888162,777.048326,8.15164,0.438638,1.76635,7.70788,37.2828,25.1284,40.3547,0.473183,0.476046,8.93376,12.3371,0.187654,6.03152,7.65741
eval2012r2/c6_BMC_p1_k1024,135624.0,4.0,135628.0,360206.0,840922.0,2.0,1.0,3.0,450.0,257676.0,102080.0,290614.0,271990.0,2.270595,0.063963,67812.0,0.031982,0.031982,3.010212,5760.0,2880.0,8.903213,11520.0,5760.0,149.283799,0.514498,0.471802,0.514907,0.973374,0.013699,1.0,0.943641,0.97263,0.500814,0.5,0.514907,0.973402,1.0,0.283393,0.755096,0.5147,0.476055,313.968593,0.485023,0.980949,610.003365,NaN,2.86928,6.63973,NaN,2.306,NaN,NaN,77.0869,207.431,NaN,NaN,397.461,NaN,74.9243
eval2012r2/c6_BMC_p2_k64,9744.0,4.0,9748.0,27746.0,84622.0,2.0,1.0,3.0,30.0,15936.0,11780.0,18334.0,17170.0,2.219491,0.83039,4872.0,0.415195,0.415195,4.26231,5760.0,2880.0,11.014054,11520.0,5760.0,150.3633,0.509005,0.35486,0.512374,0.732547,0.136135,1.0,0.964618,0.728029,0.373023,0.5,0.512374,0.732848,1.0,0.424566,0.618828,0.510424,0.384673,256.032686,0.486803,0.785727,501.607869,9.67073,0.197255,3.68456,9.52557,0.07539,0.052353,5.37208,0.196442,0.197506,0.03077,4.57886,0.087218,NaN,4.61734
eval2012r2/cache-coherence-2-fixpoint-5,8776.0,828.0,9604.0,28198.0,72429.0,1.0,1.0,2.0,0.0,14208.0,13990.0,17962.0,19568.0,2.147706,0.420881,8776.0,0.21044,0.21044,3.528009,14.333333,7.166667,6.438151,14.333333,7.166667,31.914768,0.53219,0.385881,0.538498,0.846054,0.081929,1.0,0.879028,0.915032,0.492743,0.5,0.538498,0.925878,1.0,0.496134,0.69395,0.535063,0.459974,0.517548,0.461502,0.989324,0.967265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317.48,NaN
eval2012r2/cmu.dme1.B-f4,2418.0,216.0,2634.0,6742.0,15730.0,2.0,1.0,3.0,1.0,4494.0,2247.0,4890.0,3491.0,2.147137,0.185998,1209.0,0.092999,0.092999,2.559605,5.805556,2.902778,6.79385,11.611111,5.805556,28.337469,0.571392,0.388748,0.577577,0.93024,0.03986,1.0,0.750111,1.002488,0.579014,0.5,0.577577,1.013339,1.0,0.333284,0.517799,0.579218,0.42625,0.359571,0.415817,1.012995,0.620786,1.08226,NaN,NaN,0.826333,NaN,0.044157,0.952255,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/cmu.periodic.N-f4,12018.0,128.0,12146.0,35575.0,83007.0,2.0,1.0,3.0,1.0,23716.0,11858.0,24028.0,15932.0,2.114378,0.218918,6009.0,0.109459,0.109459,2.928948,60.84375,30.421875,7.627779,121.6875,60.84375,44.39524,0.571422,0.381667,0.578817,0.917904,0.046912,1.0,0.750021,0.915828,0.530096,0.5,0.578817,0.92768,1.0,0.333324,0.447843,0.580527,0.388304,3.345972,0.413364,0.925694,5.763685,3.78663,NaN,NaN,3.36655,NaN,0.084844,3.37858,NaN,NaN,NaN,26.5084,NaN,NaN,NaN
eval2012r2/connect_5x4_3_R,4629.0,50.0,4679.0,15588.0,55567.0,11.0,10.0,21.0,229.0,64.0,15295.0,1332.0,12041.0,3.487105,0.077624,420.818182,0.045291,0.032333,7.521479,24.2,14.12,78.37337,264.56,154.36,410.173904,0.366656,0.620638,0.365546,0.975263,0.00907,1.400794,1.727349,0.988791,0.361449,0.583471,0.365546,0.985797,1.400794,0.981203,0.772453,0.376955,0.616521,0.876058,0.623956,0.989527,2.324042,73.1639,NaN,5.85018,72.7662,5.09085,32.7892,72.7156,34.9447,59.6555,17.1434,89.2568,NaN,2.24838,47.2605
eval2012r2/connect_6x5_5_R,8038.0,90.0,8128.0,27363.0,96780.0,16.0,15.0,31.0,400.0,94.0,26869.0,2713.0,21449.0,3.441509,0.095384,502.375,0.055915,0.039469,7.396284,29.0,17.0,113.702879,464.0,272.0,569.1631,0.378828,0.605363,0.377859,0.970543,0.011159,1.416667,1.639719,0.983926,0.371786,0.586207,0.377859,0.981409,1.416667,0.981946,0.783869,0.386435,0.604,1.036073,0.614345,0.984412,2.681103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/connect_7x6_4_R,18540.0,147.0,18687.0,70946.0,256473.0,22.0,21.0,43.0,641.0,130.0,70175.0,4970.0,56153.0,3.544301,0.070744,842.727273,0.041609,0.029135,8.533847,34.142857,20.081633,182.844544,748.517007,440.326531,1100.931122,0.378211,0.610279,0.37754,0.978691,0.008059,1.428157,1.644024,0.988204,0.373087,0.588165,0.37754,0.986451,1.428157,0.989133,0.791489,0.383459,0.609658,1.039201,0.617114,0.988835,2.710073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/connect_9x8_3_R,63031.0,324.0,63355.0,242432.0,881755.0,37.0,36.0,73.0,1381.0,220.0,240831.0,13408.0,188925.0,3.57817,0.058953,1703.540541,0.03483,0.024122,8.816715,44.111111,26.061728,321.452845,1628.493827,962.308642,2012.799051,0.36651,0.623914,0.365807,0.981904,0.006632,1.443912,1.728439,0.988848,0.361728,0.59082,0.365807,0.986952,1.443912,0.993396,0.779291,0.369446,0.624092,1.306772,0.631212,0.989752,3.537108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/counter_32,6370.0,32.0,6402.0,16993.0,50779.0,33.0,32.0,65.0,34.0,132.0,16827.0,8578.0,8579.0,2.009004,0.979227,193.030303,0.489613,0.489613,3.958607,520.0,260.0,132.538425,17160.0,8580.0,265.913501,0.500916,0.335237,0.501362,0.672905,0.163847,1.0,0.996344,0.675683,0.338762,0.5,0.501362,0.676285,1.0,0.990231,0.504855,0.501175,0.339111,32.291914,0.498265,0.679819,64.432428,NaN,33.6432,0.840968,NaN,NaN,NaN,NaN,0.947651,0.950308,NaN,NaN,NaN,NaN,NaN
eval2012r2/counter_e_8,468.0,8.0,476.0,1257.0,3745.0,9.0,8.0,17.0,10.0,34.0,1213.0,642.0,638.0,2.062848,0.916468,52.0,0.458234,0.458234,3.897059,144.0,72.0,37.17437,1296.0,648.0,112.07906,0.504673,0.341522,0.506749,0.695238,0.153805,1.0,0.981481,0.704226,0.356866,0.5,0.506749,0.707123,1.0,0.964996,0.507558,0.506512,0.354878,8.60217,0.490839,0.719122,16.983152,NaN,3.41652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/counter_r_8,468.0,8.0,476.0,1249.0,3713.0,9.0,8.0,17.0,10.0,42.0,1197.0,650.0,643.0,2.05044,0.922338,52.0,0.461169,0.461169,3.892857,144.0,72.0,37.102941,1296.0,648.0,97.948718,0.500943,0.343927,0.501367,0.690323,0.155131,1.0,0.996237,0.701529,0.351723,0.5,0.501367,0.702123,1.0,0.958367,0.514812,0.499873,0.359366,8.734687,0.50018,0.718548,17.473827,701.803,0.75755,16.4594,708.216,139.621,44.7478,91.6126,124.281,78.137,117.875,127.322,NaN,NaN,8.41655
eval2012r2/cube_c11_ser--opt-42_,4191.0,11.0,4202.0,67530.0,589575.0,2.0,1.0,3.0,3.0,10710.0,56817.0,20823.0,12963.0,1.575922,7.154642,2095.5,3.91084,3.243803,69.918848,43923.0,24009.0,144.386959,87846.0,48018.0,3783.719399,0.501677,0.050375,0.720922,0.259392,0.371546,1.205634,0.993316,0.18098,0.130473,0.546616,0.720922,0.260073,1.205634,0.841359,0.191959,0.515523,0.062862,133.639054,0.27453,0.129752,259.229881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269.351,NaN,NaN
eval2012r2/cube_c5_ser---14_,645.0,7.0,652.0,5210.0,23739.0,2.0,1.0,3.0,3.0,1554.0,3653.0,2961.0,1817.0,2.037236,2.519194,322.5,1.284069,1.235125,16.251534,1875.0,955.714286,36.174847,3750.0,1911.428571,334.018605,0.553646,0.164539,0.631995,0.510386,0.271073,1.039627,0.806209,0.451965,0.28564,0.509714,0.631995,0.515925,1.039627,0.701152,0.348752,0.555417,0.194465,22.595728,0.380792,0.43741,40.682433,143.416,4.74584,NaN,145.107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21487,NaN,NaN
eval2012r2/cube_c5_ser--opt-15_,690.0,7.0,697.0,5448.0,24363.0,2.0,1.0,3.0,3.0,1665.0,3780.0,3168.0,1944.0,2.062775,2.409141,345.0,1.227974,1.181167,15.563845,1875.0,955.714286,34.76901,3750.0,1911.428571,320.217391,0.554735,0.170669,0.630005,0.523862,0.26413,1.039627,0.802664,0.465953,0.293553,0.509714,0.630005,0.529177,1.039627,0.693833,0.356828,0.555861,0.20094,23.485893,0.383344,0.452427,42.251378,6.65327,0.248302,0.143007,6.57546,0.084459,0.247451,3.42388,0.569162,0.367845,0.099001,0.760203,0.187465,NaN,0.151045
eval2012r2/cube_c7_ser---23_,1470.0,9.0,1479.0,15164.0,93009.0,2.0,1.0,3.0,3.0,3657.0,11504.0,6990.0,4352.0,1.858481,4.275059,735.0,2.372263,1.902796,30.805274,7203.0,3997.0,65.667343,14406.0,7994.0,828.114286,0.510144,0.103087,0.659783,0.391882,0.310228,1.246725,0.96023,0.304858,0.20114,0.554908,0.659783,0.394281,1.246725,0.758639,0.286996,0.520641,0.12502,46.806385,0.345094,0.260807,89.901485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,246.877,NaN,NaN
eval2012r2/cube_c7_ser--opt-24_,1533.0,9.0,1542.0,15510.0,93921.0,2.0,1.0,3.0,3.0,3816.0,11691.0,7293.0,4539.0,1.875822,4.179691,766.5,2.319342,1.860348,29.787938,7203.0,3997.0,63.607004,14406.0,7994.0,799.913894,0.51094,0.106047,0.657661,0.398725,0.307216,1.246725,0.957177,0.31159,0.20492,0.554908,0.657661,0.401066,1.246725,0.753772,0.29265,0.521178,0.128341,48.268424,0.347618,0.268035,92.614174,102.884,35.6362,5.77564,101.936,19.2447,5.16189,NaN,1.27163,14.9997,6.08974,13.9448,1.9387,NaN,10.8712
eval2012r2/cube_c9_par---10_,837.0,10.0,847.0,24106.0,228276.0,2.0,1.0,3.0,3.0,1950.0,22153.0,3897.0,2530.0,1.304489,8.165187,418.5,4.43653,3.728657,134.659976,19683.0,10694.7,275.305785,39366.0,21389.4,5572.795699,0.500355,0.031147,0.773898,0.213064,0.393747,1.189847,0.998582,0.1394,0.107881,0.543347,0.773898,0.21561,1.189847,0.918983,0.104953,0.516214,0.040499,31.589717,0.218366,0.083713,61.19503,10.892,3.04209,9.80778,8.17478,2.07143,1.68553,17.1173,4.70176,5.47963,1.19929,52.0831,0.073727,19.835,5.41272
eval2012r2/eijk.S1238.S-d3,842.0,28.0,870.0,2461.0,5741.0,2.0,1.0,3.0,1.0,1640.0,820.0,1893.0,1452.0,2.075173,0.257619,421.0,0.128809,0.128809,2.828736,22.642857,11.321429,7.696552,45.285714,22.642857,30.203088,0.571329,0.373454,0.580184,0.903354,0.055217,1.0,0.750305,0.919148,0.533275,0.5,0.580184,0.933394,1.0,0.333198,0.590004,0.577513,0.395204,1.242936,0.415747,0.935422,2.152222,0.486006,1.18683,887.225,0.398069,NaN,5.90015,0.3646,381.499,502.585,NaN,53.1732,NaN,6.19993,18.0267
eval2012r2/eijk.S382.S-f4,2507.0,66.0,2573.0,7324.0,17088.0,2.0,1.0,3.0,1.0,4882.0,2441.0,5562.0,4079.0,2.232387,0.100765,1253.5,0.050382,0.050382,2.846483,11.181818,5.590909,7.893898,22.363636,11.181818,38.420423,0.571395,0.407011,0.574618,0.962208,0.021594,1.0,0.750102,0.982001,0.564275,0.5,0.574618,0.987539,1.0,0.333288,0.556936,0.576342,0.419012,0.600117,0.421233,0.989035,1.041251,1.01937,NaN,NaN,0.664425,NaN,0.300357,0.644614,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eval2012r2/emptyroom_e3_par--opt-10_,496.0,6.0,502.0,3616.0,14050.0,2.0,1.0,3.0,2.0,1140.0,2474.0,2362.0,1480.0,2.186394,1.699115,248.0,0.849558,0.849558,12.115538,1024.0,512.0,27.836653,2048.0,1024.0,210.858871,0.567117,0.214235,0.619276,0.614458,0.218648,1.0,0.763303,0.569512,0.352685,0.5,0.619276,0.621891,1.0,0.684181,0.409292,0.569845,0.243943,15.823678,0.387662,0.567104,27.768366,1.51635,0.072479,1.16954,1.4762,0.18713,0.058358,10.29,1.94866,2.44305,0.395172,0.938141,0.073522,4.3042,0.433308
eval2012r2/emptyroom_e3_ser---19_,928.0,6.0,934.0,6023.0,20394.0,2.0,1.0,3.0,2.0,2242.0,3779.0,4472.0,2785.0,2.365931,1.02009,464.0,0.510045,0.510045,9.286938,1024.0,512.0,22.130621,2048.0,1024.0,182.657328,0.574679,0.274689,0.606877,0.737884,0.150633,1.0,0.740102,0.703253,0.426788,0.5,0.606877,0.742655,1.0,0.627428,0.462394,0.569787,0.30429,19.906257,0.406231,0.707301,34.936295,145.148,42.2825,NaN,148.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.13983,NaN,NaN
eval2012r2/emptyroom_e4_par---21_,2048.0,8.0,2056.0,19681.0,104306.0,2.0,1.0,3.0,2.0,5082.0,14597.0,10396.0,6455.0,1.96992,3.329912,1024.0,1.664956,1.664956,22.39786,8192.0,4096.0,48.722763,16384.0,8192.0,432.09082,0.558511,0.127337,0.657416,0.437517,0.314153,1.0,0.790477,0.373147,0.245312,0.5,0.657416,0.439226,1.0,0.74168,0.327981,0.568078,0.149933,72.621233,0.343447,0.347129,127.836784,60.5905,3.64356,NaN,60.3178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.27546,NaN,NaN
eval2012r2/emptyroom_e4_par--opt-22_,2144.0,8.0,2152.0,20228.0,105762.0,2.0,1.0,3.0,2.0,5324.0,14902.0,10878.0,6760.0,1.98863,3.239866,1072.0,1.619933,1.619933,21.681227,8192.0,4096.0,47.281599,16384.0,8192.0,421.571828,0.55884,0.131333,0.654701,0.445587,0.309828,1.0,0.789422,0.381764,0.249941,0.5,0.654701,0.44725,1.0,0.736702,0.33419,0.568047,0.154311,74.840099,0.346592,0.35724,131.749851,331.915,18.5922,NaN,327.329,897.239,NaN,NaN,NaN,NaN,NaN,NaN,12.0788,NaN,NaN
