Instances,feature_ f_1,feature_ f_2,feature_ f_3,feature_ f_4,feature_ f_5,feature_ f_6,feature_ f_7,feature_ f_8,feature_ f_9,feature_ f_10,feature_ f_11,feature_ f_12,feature_ f_13,feature_ f_14,feature_ f_15,feature_ f_16,feature_ f_17,feature_ f_18,feature_ f_19,feature_ f_20,feature_ f_21,feature_ f_22,feature_ f_23,feature_ f_24,feature_ f_25,feature_ f_26,feature_ f_27,feature_ f_28,feature_ f_29,feature_ f_30,feature_ f_31,feature_ f_32,feature_ f_33,feature_ f_34,feature_ f_35,feature_ f_36,feature_ f_37,algo_maxino16-c10,algo_CCEHC2akms,algo_mscg2015b,algo_Optiriss6,algo_mscg2015a,algo_LMHS-2016,algo_ahms-ls-1.70,algo_Open-WBO16,algo_WMaxSatz+,algo_WMaxSatz09,algo_maxino16-dis,algo_ahms-1.70,algo_WPM3-2015-co,algo_QMaxSAT14,algo_CCLS2akms,algo_Naps-1.02-ms,algo_QMaxSAT16UC,algo_maxhs-b
mancoosi-test-i1000d0u98-11.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19234,1.31779,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.99,NaN,1.01,NaN,0.9,1.7,NaN,1.67,NaN,NaN,1.04,NaN,2.8,20.24,NaN,NaN,18.95,1.92
mancoosi-test-i1000d0u98-12.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.1924,1.31855,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.92,NaN,0.86,NaN,0.77,1.7,NaN,1.47,NaN,NaN,1.01,NaN,2.33,23.75,NaN,NaN,23.93,1.85
mancoosi-test-i1000d0u98-13.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19239,1.3189,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.97,NaN,0.77,NaN,0.83,1.57,NaN,1.59,NaN,NaN,0.94,NaN,2.71,25.89,NaN,NaN,20.32,1.7
mancoosi-test-i1000d0u98-14.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19223,1.31896,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.99,NaN,1.05,NaN,0.8,1.63,NaN,1.57,NaN,NaN,1.09,NaN,2.69,22.1,NaN,NaN,24.85,1.86
mancoosi-test-i1000d0u98-15.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19231,1.31939,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.02,NaN,1.1,NaN,0.8,1.63,NaN,1.67,NaN,NaN,1.11,NaN,2.98,19.96,NaN,NaN,19.64,2.01
mancoosi-test-i1000d0u98-16.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19235,1.31843,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.16,NaN,1.11,NaN,0.94,1.77,NaN,1.97,NaN,NaN,1.16,NaN,3.71,21.66,NaN,NaN,20.84,1.83
mancoosi-test-i1000d0u98-17.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19248,1.31906,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.98,NaN,1.02,NaN,0.83,1.71,NaN,1.54,NaN,NaN,0.97,NaN,2.74,43.29,NaN,NaN,37.48,1.84
mancoosi-test-i1000d0u98-18.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19256,1.31564,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.91,NaN,0.75,NaN,0.72,1.56,NaN,1.24,NaN,NaN,0.9,NaN,2.4,18.64,NaN,NaN,15.01,1.53
mancoosi-test-i1000d0u98-19.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19208,1.32087,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.05,NaN,1.19,NaN,0.96,1.76,NaN,1.86,NaN,NaN,1.09,NaN,3.16,25.0,NaN,NaN,19.19,2.27
mancoosi-test-i1000d0u98-2.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19252,1.31831,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.03,NaN,0.96,NaN,0.9,1.65,NaN,1.8,NaN,NaN,1.15,NaN,3.25,17.59,NaN,NaN,19.63,1.94
mancoosi-test-i1000d0u98-20.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19277,1.3163,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.13,NaN,1.04,NaN,0.99,1.78,NaN,1.87,NaN,NaN,1.07,NaN,3.11,29.92,NaN,NaN,30.08,2.16
mancoosi-test-i1000d0u98-21.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19235,1.31798,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.98,NaN,1.03,NaN,0.89,1.7,NaN,1.72,NaN,NaN,1.07,NaN,2.91,19.6,NaN,NaN,19.73,1.73
mancoosi-test-i1000d0u98-22.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19221,1.31843,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.09,NaN,0.98,NaN,0.94,2.0,NaN,1.73,NaN,NaN,1.04,NaN,3.29,21.76,NaN,NaN,18.06,1.83
mancoosi-test-i1000d0u98-23.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19228,1.32005,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.92,NaN,1.04,NaN,0.84,1.6,NaN,1.54,NaN,NaN,0.99,NaN,2.6,19.4,NaN,NaN,16.78,1.78
mancoosi-test-i1000d0u98-24.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.1922,1.31946,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.01,NaN,1.05,NaN,0.9,1.79,NaN,1.62,NaN,NaN,1.07,NaN,2.81,27.91,NaN,NaN,31.25,1.98
mancoosi-test-i1000d0u98-3.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19257,1.31763,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.13,NaN,1.03,NaN,1.0,1.73,NaN,2.03,NaN,NaN,1.18,NaN,3.53,20.56,NaN,NaN,16.02,2.12
mancoosi-test-i1000d0u98-4.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19216,1.31974,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.11,NaN,0.98,NaN,0.92,1.67,NaN,1.76,NaN,NaN,1.08,NaN,3.25,26.05,NaN,NaN,28.43,1.82
mancoosi-test-i1000d0u98-5.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19204,1.31963,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.95,NaN,1.01,NaN,0.81,1.63,NaN,1.64,NaN,NaN,1.13,NaN,2.91,21.01,NaN,NaN,15.98,1.9
mancoosi-test-i1000d0u98-6.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19218,1.3183,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.99,NaN,0.95,NaN,0.86,1.62,NaN,1.44,NaN,NaN,1.03,NaN,2.93,17.52,NaN,NaN,14.52,1.96
mancoosi-test-i1000d0u98-7.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.1922,1.31906,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.01,NaN,1.0,NaN,0.73,1.64,NaN,1.46,NaN,NaN,1.08,NaN,2.82,17.44,NaN,NaN,17.34,1.85
mancoosi-test-i1000d0u98-8.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19229,1.31828,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.02,NaN,1.17,NaN,0.96,1.66,NaN,1.72,NaN,NaN,1.11,NaN,3.08,25.57,NaN,NaN,22.55,1.96
mancoosi-test-i1000d0u98-9.wcnf,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19231,1.31817,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.05,NaN,1.24,NaN,1.02,1.72,NaN,2.07,NaN,NaN,1.15,NaN,3.42,27.31,NaN,NaN,31.12,2.0
mancoosi-test-i2000d0u98-25.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.2019,1.28491,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.05,NaN,1.14,NaN,0.85,1.9,NaN,1.99,75.5,75.8,1.12,NaN,3.4,52.65,NaN,NaN,57.16,1.84
mancoosi-test-i2000d0u98-26.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20182,1.28356,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.02,NaN,1.07,NaN,0.87,1.85,NaN,2.02,88.69,88.81,1.07,NaN,3.48,64.95,NaN,NaN,53.52,1.91
mancoosi-test-i2000d0u98-27.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.2021,1.28445,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.97,NaN,1.07,NaN,0.87,1.75,NaN,1.99,623.68,642.57,1.04,NaN,3.13,52.35,NaN,NaN,61.7,1.98
mancoosi-test-i2000d0u98-28.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20175,1.28503,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.0,NaN,1.15,NaN,0.94,1.83,NaN,1.81,110.05,106.49,1.07,NaN,3.45,54.49,NaN,NaN,48.8,1.82
mancoosi-test-i2000d0u98-29.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20168,1.28664,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.01,NaN,1.08,NaN,0.85,1.83,NaN,1.83,85.56,87.42,1.01,NaN,3.25,66.49,NaN,NaN,66.86,1.77
mancoosi-test-i2000d0u98-30.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20166,1.28607,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.01,NaN,1.18,NaN,0.88,1.95,NaN,2.1,168.37,169.8,1.11,NaN,3.54,46.43,NaN,NaN,35.7,2.09
mancoosi-test-i2000d0u98-31.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20165,1.28747,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.99,NaN,1.14,NaN,0.88,1.76,NaN,2.02,99.53,99.09,1.06,NaN,3.23,49.17,NaN,NaN,37.78,1.91
mancoosi-test-i2000d0u98-32.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20167,1.28761,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.03,NaN,1.1,NaN,0.88,1.76,NaN,1.95,99.83,102.54,1.03,NaN,3.9,179.31,NaN,NaN,194.46,1.78
mancoosi-test-i2000d0u98-33.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20126,1.28755,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.91,NaN,1.26,NaN,0.93,1.73,NaN,1.91,98.41,100.53,1.01,NaN,3.15,270.05,NaN,NaN,283.43,1.85
mancoosi-test-i2000d0u98-34.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20205,1.28847,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.98,NaN,1.17,NaN,0.89,1.82,NaN,1.96,94.2,93.87,1.06,NaN,3.48,87.75,NaN,NaN,84.34,1.92
mancoosi-test-i2000d0u98-35.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20176,1.2864,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.06,NaN,1.14,NaN,0.86,1.72,NaN,1.77,67.61,69.46,1.05,NaN,3.5,95.26,NaN,NaN,88.75,1.88
mancoosi-test-i2000d0u98-36.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20152,1.28727,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.97,NaN,1.02,NaN,0.84,1.7,NaN,1.8,126.51,125.36,0.98,NaN,3.35,60.0,NaN,NaN,58.11,1.8
mancoosi-test-i2000d0u98-37.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20197,1.28507,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.01,NaN,1.1,NaN,0.86,1.74,NaN,2.09,126.89,120.44,1.07,NaN,3.92,145.81,NaN,NaN,135.49,1.94
mancoosi-test-i2000d0u98-38.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.2018,1.28536,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.03,NaN,1.2,NaN,0.86,1.86,NaN,2.13,94.03,92.67,1.13,NaN,4.02,66.61,NaN,NaN,66.22,2.07
mancoosi-test-i2000d0u98-39.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20196,1.28583,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.94,NaN,1.03,NaN,0.76,1.7,NaN,1.76,98.23,99.21,1.06,NaN,3.18,76.77,NaN,NaN,76.03,1.87
mancoosi-test-i2000d0u98-40.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.2015,1.28645,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.91,NaN,0.88,NaN,0.76,1.73,NaN,1.77,80.9,80.18,0.96,NaN,2.8,46.1,NaN,NaN,40.82,1.81
mancoosi-test-i2000d0u98-41.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20191,1.28632,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.08,NaN,1.06,NaN,0.86,1.75,NaN,2.21,139.2,139.8,1.13,NaN,3.94,49.62,NaN,NaN,45.04,2.13
mancoosi-test-i2000d0u98-42.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20152,1.28676,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.92,NaN,1.08,NaN,0.85,1.82,NaN,1.61,64.88,64.88,0.98,NaN,3.07,48.52,NaN,NaN,53.79,1.74
mancoosi-test-i2000d0u98-43.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.202,1.28283,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.04,NaN,1.21,NaN,0.88,1.76,NaN,1.9,106.23,103.45,1.06,NaN,3.52,59.15,NaN,NaN,61.02,1.9
mancoosi-test-i2000d0u98-44.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.2016,1.28914,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.94,NaN,1.02,NaN,0.69,1.8,NaN,1.78,214.61,211.29,0.94,NaN,3.01,40.92,NaN,NaN,43.28,1.8
mancoosi-test-i2000d0u98-45.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20172,1.28654,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.0,NaN,1.19,NaN,0.83,1.8,NaN,1.97,163.06,165.74,1.03,NaN,3.29,35.78,NaN,NaN,37.31,1.91
mancoosi-test-i2000d0u98-46.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20187,1.28512,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.01,NaN,1.16,NaN,0.9,1.91,NaN,2.09,108.59,113.11,1.1,NaN,3.64,67.29,NaN,NaN,67.08,1.9
mancoosi-test-i2000d0u98-47.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20178,1.28608,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.96,NaN,1.14,NaN,0.83,1.89,NaN,1.89,87.04,84.11,1.07,NaN,3.39,48.7,NaN,NaN,52.75,1.87
mancoosi-test-i2000d0u98-48.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20166,1.28732,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,1.04,NaN,1.15,NaN,0.91,1.77,NaN,2.07,161.65,161.87,1.07,NaN,3.58,94.89,NaN,NaN,94.25,2.2
mancoosi-test-i2000d0u98-49.wcnf,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.202,1.28614,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.99,NaN,1.07,NaN,0.79,1.86,NaN,1.92,120.09,118.06,1.08,NaN,3.65,46.9,NaN,NaN,50.09,1.83
mancoosi-test-i3000d0u98-50.wcnf,18169.0,112632.0,0.16218,2549298.75,5638546.0,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.21281,1.2413,0.0,0.99979,0.99979,0.47716,0.47145,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812,0.9,NaN,1.12,NaN,0.76,1.84,NaN,2.1,NaN,NaN,1.03,NaN,3.81,187.56,NaN,NaN,176.52,1.98
